,date,client,asset,currency,price_local,rate_to_usd,price_usd,quantity,value_local,value_usd
5495,2024-02-08,Client_3,Asset_6,USD,137.85,1.0,137.85,389.0,53623.649999999994,53623.649999999994
5496,2024-02-08,Client_3,Asset_30,USD,286.23,1.0,286.23,291.0,83292.93000000001,83292.93000000001
5497,2024-02-08,Client_3,Asset_39,AUD,27.19,0.677541,18.42233979,276.0,7504.4400000000005,5084.565782039999
5498,2024-02-08,Client_3,Asset_23,CAD,103.19,0.747052,77.08829588,691.0,71304.29,53268.01245308
5499,2024-02-08,Client_3,Asset_33,USD,217.7,1.0,217.7,523.0,113857.09999999999,113857.09999999999
5500,2024-02-08,Client_3,Asset_8,CAD,99.78,0.747052,74.54084856,344.0,34324.32,25642.05190464
5501,2024-02-08,Client_3,Asset_41,JPY,3705.03,0.006706,24.84593118,25.0,92625.75,621.1482795000001
5502,2024-02-08,Client_8,Asset_26,USD,192.3,1.0,192.3,226.0,43459.8,43459.8
5503,2024-02-08,Client_9,Asset_40,GBP,70.24,1.237715,86.93710159999999,735.0,51626.399999999994,63898.769675999996
5504,2024-02-08,Client_9,Asset_39,AUD,27.19,0.677541,18.42233979,646.0,17564.74,11900.83150434
5505,2024-02-08,Client_9,Asset_33,USD,217.7,1.0,217.7,659.0,143464.3,143464.3
5506,2024-02-08,Client_9,Asset_1,EUR,274.25,1.073573,294.42739525,72.0,19746.0,21198.772458
5507,2024-02-08,Client_9,Asset_7,JPY,3770.66,0.006706,25.28604596,28.0,105578.48,708.00928688
5508,2024-02-08,Client_8,Asset_8,CAD,99.78,0.747052,74.54084856,939.0,93693.42,69993.85679784
5509,2024-02-08,Client_8,Asset_40,GBP,70.24,1.237715,86.93710159999999,337.0,23670.879999999997,29297.8032392
5510,2024-02-08,Client_8,Asset_19,CAD,77.49,0.747052,57.88905948,927.0,71833.23,53663.15813796
5511,2024-02-08,Client_8,Asset_13,USD,143.05,1.0,143.05,475.0,67948.75,67948.75
5512,2024-02-08,Client_8,Asset_28,USD,305.38,1.0,305.38,912.0,278506.56,278506.56
5513,2024-02-08,Client_8,Asset_50,AUD,84.18,0.677541,57.03540138,425.0,35776.5,24240.0455865
5514,2024-02-08,Client_8,Asset_6,USD,137.85,1.0,137.85,13.0,1792.05,1792.05
5515,2024-02-08,Client_9,Asset_29,CAD,95.04,0.747052,70.99982208000002,294.0,27941.760000000002,20873.947691520003
5516,2024-02-08,Client_8,Asset_25,USD,219.29,1.0,219.29,104.0,22806.16,22806.16
5517,2024-02-08,Client_8,Asset_11,AUD,111.27,0.677541,75.38998706999999,211.0,23477.969999999998,15907.287271769997
5518,2024-02-08,Client_9,Asset_11,AUD,111.27,0.677541,75.38998706999999,48.0,5340.96,3618.7193793599995
5519,2024-02-08,Client_8,Asset_46,EUR,206.15,1.073573,221.31707395000004,583.0,120185.45,129027.85411285002
5520,2024-02-08,Client_8,Asset_48,USD,167.06,1.0,167.06,191.0,31908.46,31908.46
5521,2024-02-08,Client_8,Asset_32,GBP,133.77,1.237715,165.56913555,74.0,9898.980000000001,12252.1160307
5522,2024-02-08,Client_8,Asset_1,EUR,274.25,1.073573,294.42739525,502.0,137673.5,147802.55241550002
5523,2024-02-08,Client_8,Asset_21,EUR,105.6,1.073573,113.3693088,609.0,64310.399999999994,69041.9090592
5524,2024-02-08,Client_8,Asset_17,CAD,116.48,0.747052,87.01661696000001,963.0,112170.24,83797.00213248
5525,2024-02-08,Client_8,Asset_49,USD,117.24,1.0,117.24,808.0,94729.92,94729.92
5526,2024-02-08,Client_8,Asset_36,AUD,57.76,0.677541,39.13476815999999,79.0,4563.04,3091.6466846399994
5527,2024-02-09,Client_10,Asset_37,SEK,116.98,0.096102,11.242011960000001,46.0,5381.08,517.13255016
5528,2024-02-09,Client_5,Asset_40,GBP,67.97,1.24795,84.8231615,209.0,14205.73,17728.0407535
5529,2024-02-09,Client_10,Asset_35,USD,133.3,1.0,133.3,232.0,30925.600000000002,30925.600000000002
5530,2024-02-09,Client_10,Asset_14,USD,331.5,1.0,331.5,762.0,252603.0,252603.0
5531,2024-02-09,Client_10,Asset_30,USD,294.26,1.0,294.26,389.0,114467.14,114467.14
5532,2024-02-09,Client_10,Asset_44,USD,288.4,1.0,288.4,101.0,29128.399999999998,29128.399999999998
5533,2024-02-09,Client_10,Asset_11,AUD,113.51,0.668158,75.84261458,517.0,58684.670000000006,39210.63173786
5534,2024-02-09,Client_10,Asset_15,USD,252.4,1.0,252.4,442.0,111560.8,111560.8
5535,2024-02-09,Client_10,Asset_34,USD,85.68,1.0,85.68,650.0,55692.00000000001,55692.00000000001
5536,2024-02-09,Client_10,Asset_4,AUD,63.27,0.668158,42.27435666,510.0,32267.7,21559.9218966
5537,2024-02-09,Client_10,Asset_8,CAD,100.67,0.735361,74.02879187,314.0,31610.38,23245.04064718
5538,2024-02-09,Client_10,Asset_48,USD,171.53,1.0,171.53,420.0,72042.6,72042.6
5539,2024-02-09,Client_10,Asset_43,GBP,241.79,1.24795,301.7418305,389.0,94056.31,117377.5720645
5540,2024-02-09,Client_10,Asset_46,EUR,206.55,1.07624,222.29737200000002,153.0,31602.15,34011.497916
5541,2024-02-09,Client_10,Asset_1,EUR,274.03,1.07624,294.9220472,151.0,41378.53,44533.2291272
5542,2024-02-09,Client_10,Asset_21,EUR,106.45,1.07624,114.56574800000001,552.0,58760.4,63240.292896000006
5543,2024-02-09,Client_10,Asset_12,USD,75.89,1.0,75.89,245.0,18593.05,18593.05
5544,2024-02-09,Client_10,Asset_27,USD,231.32,1.0,231.32,611.0,141336.52,141336.52
5545,2024-02-09,Client_10,Asset_19,CAD,80.14,0.735361,58.93183054000001,880.0,70523.2,51860.01087520001
5546,2024-02-09,Client_10,Asset_26,USD,196.99,1.0,196.99,233.0,45898.670000000006,45898.670000000006
5547,2024-02-09,Client_10,Asset_50,AUD,86.59,0.668158,57.855801220000004,494.0,42775.46,28580.76580268
5548,2024-02-09,Client_6,Asset_4,AUD,63.27,0.668158,42.27435666,148.0,9363.960000000001,6256.6047856800005
5549,2024-02-09,Client_6,Asset_9,USD,98.44,1.0,98.44,170.0,16734.8,16734.8
5550,2024-02-09,Client_7,Asset_12,USD,75.89,1.0,75.89,72.0,5464.08,5464.08
5551,2024-02-09,Client_6,Asset_3,EUR,165.5,1.07624,178.11772000000002,602.0,99631.0,107226.86744000002
5552,2024-02-09,Client_6,Asset_35,USD,133.3,1.0,133.3,680.0,90644.00000000001,90644.00000000001
5553,2024-02-09,Client_6,Asset_45,USD,206.06,1.0,206.06,20.0,4121.2,4121.2
5554,2024-02-09,Client_6,Asset_43,GBP,241.79,1.24795,301.7418305,388.0,93814.52,117075.830234
5555,2024-02-09,Client_6,Asset_10,GBP,140.55,1.24795,175.3993725,332.0,46662.600000000006,58232.59167
5556,2024-02-09,Client_6,Asset_24,USD,198.21,1.0,198.21,982.0,194642.22,194642.22
5557,2024-02-09,Client_6,Asset_13,USD,143.05,1.0,143.05,768.0,109862.40000000001,109862.40000000001
5558,2024-02-09,Client_6,Asset_37,SEK,116.98,0.096102,11.242011960000001,295.0,34509.1,3316.3935282
5559,2024-02-09,Client_6,Asset_49,USD,115.84,1.0,115.84,773.0,89544.32,89544.32
5560,2024-02-09,Client_6,Asset_18,USD,206.65,1.0,206.65,921.0,190324.65,190324.65
5561,2024-02-09,Client_6,Asset_31,GBP,91.68,1.24795,114.41205599999999,292.0,26770.56,33408.320351999995
5562,2024-02-09,Client_6,Asset_42,GBP,81.33,1.24795,101.49577349999998,541.0,43999.53,54909.21346349999
5563,2024-02-09,Client_6,Asset_11,AUD,113.51,0.668158,75.84261458,980.0,111239.8,74325.7622884
5564,2024-02-09,Client_6,Asset_41,JPY,3818.27,0.006782,25.89550714,359.0,1370758.93,9296.48706326
5565,2024-02-09,Client_6,Asset_15,USD,252.4,1.0,252.4,538.0,135791.2,135791.2
5566,2024-02-09,Client_6,Asset_46,EUR,206.55,1.07624,222.29737200000002,888.0,183416.40000000002,197400.06633600002
5567,2024-02-09,Client_7,Asset_7,JPY,3592.57,0.006782,24.364809740000002,171.0,614329.47,4166.38246554
5568,2024-02-09,Client_6,Asset_47,CAD,42.3,0.735361,31.1057703,554.0,23434.199999999997,17232.5967462
5569,2024-02-09,Client_7,Asset_48,USD,171.53,1.0,171.53,219.0,37565.07,37565.07
5570,2024-02-09,Client_7,Asset_17,CAD,114.19,0.735361,83.97087259,521.0,59492.99,43748.82461939
5571,2024-02-09,Client_6,Asset_36,AUD,58.58,0.668158,39.140695640000004,356.0,20854.48,13934.087647840002
5572,2024-02-09,Client_7,Asset_27,USD,231.32,1.0,231.32,165.0,38167.799999999996,38167.799999999996
5573,2024-02-09,Client_7,Asset_37,SEK,116.98,0.096102,11.242011960000001,626.0,73229.48,7037.4994869600005
5574,2024-02-09,Client_7,Asset_25,USD,216.63,1.0,216.63,704.0,152507.52,152507.52
5575,2024-02-09,Client_7,Asset_40,GBP,67.97,1.24795,84.8231615,997.0,67766.09,84568.6920155
5576,2024-02-09,Client_7,Asset_6,USD,141.91,1.0,141.91,555.0,78760.05,78760.05
5577,2024-02-09,Client_7,Asset_9,USD,98.44,1.0,98.44,279.0,27464.76,27464.76
5578,2024-02-09,Client_7,Asset_44,USD,288.4,1.0,288.4,28.0,8075.199999999999,8075.199999999999
5579,2024-02-09,Client_4,Asset_48,USD,171.53,1.0,171.53,39.0,6689.67,6689.67
5580,2024-02-09,Client_6,Asset_20,USD,218.3,1.0,218.3,256.0,55884.8,55884.8
5581,2024-02-09,Client_7,Asset_18,USD,206.65,1.0,206.65,383.0,79146.95,79146.95
5582,2024-02-09,Client_7,Asset_39,AUD,27.52,0.668158,18.38770816,618.0,17007.36,11363.60364288
5583,2024-02-09,Client_7,Asset_41,JPY,3818.27,0.006782,25.89550714,291.0,1111116.57,7535.59257774
5584,2024-02-09,Client_7,Asset_5,USD,86.59,1.0,86.59,713.0,61738.670000000006,61738.670000000006
5585,2024-02-09,Client_7,Asset_29,CAD,93.04,0.735361,68.41798744,570.0,53032.8,38998.2528408
5586,2024-02-09,Client_7,Asset_21,EUR,106.45,1.07624,114.56574800000001,982.0,104533.90000000001,112503.56453600002
5587,2024-02-09,Client_7,Asset_32,GBP,135.18,1.24795,168.697881,580.0,78404.40000000001,97844.77098
5588,2024-02-09,Client_4,Asset_11,AUD,113.51,0.668158,75.84261458,630.0,71511.3,47780.8471854
5589,2024-02-09,Client_2,Asset_49,USD,115.84,1.0,115.84,389.0,45061.76,45061.76
5590,2024-02-09,Client_5,Asset_6,USD,141.91,1.0,141.91,482.0,68400.62,68400.62
5591,2024-02-09,Client_5,Asset_7,JPY,3592.57,0.006782,24.364809740000002,435.0,1562767.9500000002,10598.6922369
5592,2024-02-09,Client_9,Asset_45,USD,206.06,1.0,206.06,585.0,120545.1,120545.1
5593,2024-02-09,Client_9,Asset_2,USD,286.52,1.0,286.52,977.0,279930.04,279930.04
5594,2024-02-09,Client_9,Asset_1,EUR,274.03,1.07624,294.9220472,412.0,112900.35999999999,121507.88344640001
5595,2024-02-09,Client_9,Asset_39,AUD,27.52,0.668158,18.38770816,282.0,7760.64,5185.33370112
5596,2024-02-09,Client_9,Asset_47,CAD,42.3,0.735361,31.1057703,552.0,23349.6,17170.3852056
5597,2024-02-09,Client_9,Asset_12,USD,75.89,1.0,75.89,782.0,59345.98,59345.98
5598,2024-02-09,Client_9,Asset_10,GBP,140.55,1.24795,175.3993725,516.0,72523.8,90506.07621
5599,2024-02-09,Client_9,Asset_36,AUD,58.58,0.668158,39.140695640000004,851.0,49851.58,33308.73198964
5600,2024-02-09,Client_9,Asset_27,USD,231.32,1.0,231.32,985.0,227850.19999999998,227850.19999999998
5601,2024-02-09,Client_9,Asset_13,USD,143.05,1.0,143.05,814.0,116442.70000000001,116442.70000000001
5602,2024-02-09,Client_9,Asset_30,USD,294.26,1.0,294.26,238.0,70033.88,70033.88
5603,2024-02-09,Client_9,Asset_9,USD,98.44,1.0,98.44,24.0,2362.56,2362.56
5604,2024-02-09,Client_1,Asset_25,USD,216.63,1.0,216.63,984.0,213163.91999999998,213163.91999999998
5605,2024-02-09,Client_1,Asset_48,USD,171.53,1.0,171.53,576.0,98801.28,98801.28
5606,2024-02-09,Client_1,Asset_3,EUR,165.5,1.07624,178.11772000000002,55.0,9102.5,9796.474600000001
5607,2024-02-09,Client_3,Asset_49,USD,115.84,1.0,115.84,645.0,74716.8,74716.8
5608,2024-02-09,Client_3,Asset_13,USD,143.05,1.0,143.05,460.0,65803.0,65803.0
5609,2024-02-09,Client_3,Asset_25,USD,216.63,1.0,216.63,788.0,170704.44,170704.44
5610,2024-02-09,Client_3,Asset_20,USD,218.3,1.0,218.3,81.0,17682.3,17682.3
5611,2024-02-09,Client_3,Asset_3,EUR,165.5,1.07624,178.11772000000002,346.0,57263.0,61628.731120000004
5612,2024-02-09,Client_1,Asset_5,USD,86.59,1.0,86.59,373.0,32298.07,32298.07
5613,2024-02-09,Client_1,Asset_18,USD,206.65,1.0,206.65,824.0,170279.6,170279.6
5614,2024-02-09,Client_9,Asset_3,EUR,165.5,1.07624,178.11772000000002,328.0,54284.0,58422.612160000004
5615,2024-02-09,Client_1,Asset_33,USD,223.86,1.0,223.86,162.0,36265.32,36265.32
5616,2024-02-09,Client_1,Asset_39,AUD,27.52,0.668158,18.38770816,756.0,20805.12,13901.10736896
5617,2024-02-09,Client_1,Asset_4,AUD,63.27,0.668158,42.27435666,769.0,48654.630000000005,32508.98027154
5618,2024-02-09,Client_1,Asset_27,USD,231.32,1.0,231.32,358.0,82812.56,82812.56
5619,2024-02-09,Client_1,Asset_32,GBP,135.18,1.24795,168.697881,655.0,88542.90000000001,110497.11205499999
5620,2024-02-09,Client_1,Asset_40,GBP,67.97,1.24795,84.8231615,11.0,747.67,933.0547765
5621,2024-02-09,Client_1,Asset_50,AUD,86.59,0.668158,57.855801220000004,191.0,16538.690000000002,11050.45803302
5622,2024-02-09,Client_1,Asset_13,USD,143.05,1.0,143.05,957.0,136898.85,136898.85
5623,2024-02-09,Client_1,Asset_26,USD,196.99,1.0,196.99,633.0,124694.67000000001,124694.67000000001
5624,2024-02-09,Client_3,Asset_5,USD,86.59,1.0,86.59,968.0,83819.12000000001,83819.12000000001
5625,2024-02-09,Client_9,Asset_28,USD,293.41,1.0,293.41,485.0,142303.85,142303.85
5626,2024-02-09,Client_9,Asset_48,USD,171.53,1.0,171.53,236.0,40481.08,40481.08
5627,2024-02-09,Client_2,Asset_7,JPY,3592.57,0.006782,24.364809740000002,891.0,3200979.87,21709.045478340002
5628,2024-02-09,Client_5,Asset_44,USD,288.4,1.0,288.4,833.0,240237.19999999998,240237.19999999998
5629,2024-02-09,Client_5,Asset_11,AUD,113.51,0.668158,75.84261458,555.0,62998.05,42092.6510919
5630,2024-02-09,Client_5,Asset_38,USD,233.97,1.0,233.97,680.0,159099.6,159099.6
5631,2024-02-09,Client_5,Asset_34,USD,85.68,1.0,85.68,679.0,58176.72,58176.72
5632,2024-02-09,Client_5,Asset_46,EUR,206.55,1.07624,222.29737200000002,816.0,168544.80000000002,181394.655552
5633,2024-02-09,Client_5,Asset_41,JPY,3818.27,0.006782,25.89550714,554.0,2115321.58,14346.11095556
5634,2024-02-09,Client_5,Asset_26,USD,196.99,1.0,196.99,330.0,65006.700000000004,65006.700000000004
5635,2024-02-09,Client_5,Asset_21,EUR,106.45,1.07624,114.56574800000001,299.0,31828.55,34255.158652000006
5636,2024-02-09,Client_5,Asset_19,CAD,80.14,0.735361,58.93183054000001,454.0,36383.56,26755.05106516
5637,2024-02-09,Client_5,Asset_43,GBP,241.79,1.24795,301.7418305,286.0,69151.94,86298.163523
5638,2024-02-09,Client_5,Asset_31,GBP,91.68,1.24795,114.41205599999999,688.0,63075.840000000004,78715.494528
5639,2024-02-09,Client_5,Asset_36,AUD,58.58,0.668158,39.140695640000004,829.0,48562.82,32447.636685560003
5640,2024-02-09,Client_5,Asset_5,USD,86.59,1.0,86.59,622.0,53858.98,53858.98
5641,2024-02-09,Client_5,Asset_35,USD,133.3,1.0,133.3,679.0,90510.70000000001,90510.70000000001
5642,2024-02-09,Client_5,Asset_49,USD,115.84,1.0,115.84,325.0,37648.0,37648.0
5643,2024-02-09,Client_5,Asset_13,USD,143.05,1.0,143.05,707.0,101136.35,101136.35
5644,2024-02-09,Client_5,Asset_1,EUR,274.03,1.07624,294.9220472,954.0,261424.61999999997,281355.6330288
5645,2024-02-09,Client_8,Asset_36,AUD,58.58,0.668158,39.140695640000004,803.0,47039.74,31429.978598920003
5646,2024-02-09,Client_8,Asset_15,USD,252.4,1.0,252.4,898.0,226655.2,226655.2
5647,2024-02-09,Client_8,Asset_46,EUR,206.55,1.07624,222.29737200000002,828.0,171023.40000000002,184062.22401600002
5648,2024-02-09,Client_8,Asset_6,USD,141.91,1.0,141.91,786.0,111541.26,111541.26
5649,2024-02-09,Client_8,Asset_25,USD,216.63,1.0,216.63,79.0,17113.77,17113.77
5650,2024-02-09,Client_8,Asset_43,GBP,241.79,1.24795,301.7418305,144.0,34817.76,43450.823592
5651,2024-02-09,Client_8,Asset_32,GBP,135.18,1.24795,168.697881,102.0,13788.36,17207.183861999998
5652,2024-02-09,Client_9,Asset_26,USD,196.99,1.0,196.99,390.0,76826.1,76826.1
5653,2024-02-09,Client_8,Asset_42,GBP,81.33,1.24795,101.49577349999998,44.0,3578.52,4465.814033999999
5654,2024-02-09,Client_8,Asset_5,USD,86.59,1.0,86.59,160.0,13854.400000000001,13854.400000000001
5655,2024-02-09,Client_8,Asset_45,USD,206.06,1.0,206.06,484.0,99733.04000000001,99733.04000000001
5656,2024-02-09,Client_8,Asset_27,USD,231.32,1.0,231.32,916.0,211889.12,211889.12
5657,2024-02-09,Client_8,Asset_12,USD,75.89,1.0,75.89,221.0,16771.69,16771.69
5658,2024-02-09,Client_8,Asset_13,USD,143.05,1.0,143.05,297.0,42485.850000000006,42485.850000000006
5659,2024-02-09,Client_8,Asset_47,CAD,42.3,0.735361,31.1057703,900.0,38070.0,27995.19327
5660,2024-02-09,Client_8,Asset_14,USD,331.5,1.0,331.5,544.0,180336.0,180336.0
5661,2024-02-09,Client_3,Asset_18,USD,206.65,1.0,206.65,809.0,167179.85,167179.85
5662,2024-02-09,Client_1,Asset_30,USD,294.26,1.0,294.26,404.0,118881.04,118881.04
5663,2024-02-09,Client_3,Asset_34,USD,85.68,1.0,85.68,567.0,48580.560000000005,48580.560000000005
5664,2024-02-09,Client_2,Asset_9,USD,98.44,1.0,98.44,150.0,14766.0,14766.0
5665,2024-02-09,Client_3,Asset_50,AUD,86.59,0.668158,57.855801220000004,515.0,44593.85,29795.7376283
5666,2024-02-09,Client_4,Asset_44,USD,288.4,1.0,288.4,231.0,66620.4,66620.4
5667,2024-02-09,Client_4,Asset_31,GBP,91.68,1.24795,114.41205599999999,479.0,43914.72,54803.374824
5668,2024-02-09,Client_4,Asset_23,CAD,103.12,0.735361,75.83042632,685.0,70637.2,51943.8420292
5669,2024-02-09,Client_4,Asset_26,USD,196.99,1.0,196.99,630.0,124103.70000000001,124103.70000000001
5670,2024-02-09,Client_4,Asset_38,USD,233.97,1.0,233.97,387.0,90546.39,90546.39
5671,2024-02-09,Client_4,Asset_50,AUD,86.59,0.668158,57.855801220000004,83.0,7186.97,4802.03150126
5672,2024-02-09,Client_4,Asset_12,USD,75.89,1.0,75.89,168.0,12749.52,12749.52
5673,2024-02-09,Client_4,Asset_32,GBP,135.18,1.24795,168.697881,497.0,67184.46,83842.846857
5674,2024-02-09,Client_4,Asset_39,AUD,27.52,0.668158,18.38770816,416.0,11448.32,7649.28659456
5675,2024-02-09,Client_2,Asset_29,CAD,93.04,0.735361,68.41798744,921.0,85689.84000000001,63012.966432240006
5676,2024-02-09,Client_2,Asset_43,GBP,241.79,1.24795,301.7418305,24.0,5802.96,7241.803932
5677,2024-02-09,Client_2,Asset_14,USD,331.5,1.0,331.5,660.0,218790.0,218790.0
5678,2024-02-09,Client_2,Asset_13,USD,143.05,1.0,143.05,850.0,121592.50000000001,121592.50000000001
5679,2024-02-09,Client_2,Asset_48,USD,171.53,1.0,171.53,297.0,50944.41,50944.41
5680,2024-02-09,Client_2,Asset_20,USD,218.3,1.0,218.3,844.0,184245.2,184245.2
5681,2024-02-09,Client_2,Asset_23,CAD,103.12,0.735361,75.83042632,639.0,65893.68000000001,48455.64241848
5682,2024-02-09,Client_2,Asset_40,GBP,67.97,1.24795,84.8231615,709.0,48190.729999999996,60139.6215035
5683,2024-02-09,Client_2,Asset_25,USD,216.63,1.0,216.63,399.0,86435.37,86435.37
5684,2024-02-09,Client_2,Asset_1,EUR,274.03,1.07624,294.9220472,482.0,132082.46,142152.42675040002
5685,2024-02-09,Client_2,Asset_36,AUD,58.58,0.668158,39.140695640000004,208.0,12184.64,8141.264693120001
5686,2024-02-09,Client_2,Asset_50,AUD,86.59,0.668158,57.855801220000004,689.0,59660.51,39862.64704058
5687,2024-02-09,Client_2,Asset_8,CAD,100.67,0.735361,74.02879187,821.0,82650.07,60777.63812527001
5688,2024-02-09,Client_2,Asset_10,GBP,140.55,1.24795,175.3993725,85.0,11946.750000000002,14908.9466625
5689,2024-02-09,Client_2,Asset_45,USD,206.06,1.0,206.06,156.0,32145.36,32145.36
5690,2024-02-09,Client_2,Asset_37,SEK,116.98,0.096102,11.242011960000001,340.0,39773.200000000004,3822.2840664000005
5691,2024-02-09,Client_2,Asset_16,SEK,65.46,0.096102,6.29083692,451.0,29522.459999999995,2837.16745092
5692,2024-02-09,Client_2,Asset_12,USD,75.89,1.0,75.89,686.0,52060.54,52060.54
5693,2024-02-09,Client_4,Asset_14,USD,331.5,1.0,331.5,409.0,135583.5,135583.5
5694,2024-02-09,Client_4,Asset_41,JPY,3818.27,0.006782,25.89550714,724.0,2764427.48,18748.34716936
5695,2024-02-09,Client_4,Asset_4,AUD,63.27,0.668158,42.27435666,257.0,16260.390000000001,10864.50966162
5696,2024-02-09,Client_4,Asset_49,USD,115.84,1.0,115.84,205.0,23747.2,23747.2
5697,2024-02-09,Client_3,Asset_45,USD,206.06,1.0,206.06,503.0,103648.18000000001,103648.18000000001
5698,2024-02-09,Client_3,Asset_27,USD,231.32,1.0,231.32,851.0,196853.32,196853.32
5699,2024-02-09,Client_3,Asset_43,GBP,241.79,1.24795,301.7418305,386.0,93330.94,116472.346573
5700,2024-02-09,Client_4,Asset_27,USD,231.32,1.0,231.32,249.0,57598.68,57598.68
5701,2024-02-09,Client_3,Asset_12,USD,75.89,1.0,75.89,43.0,3263.27,3263.27
5702,2024-02-09,Client_3,Asset_40,GBP,67.97,1.24795,84.8231615,208.0,14137.76,17643.217592
5703,2024-02-09,Client_3,Asset_33,USD,223.86,1.0,223.86,375.0,83947.5,83947.5
5704,2024-02-09,Client_1,Asset_34,USD,85.68,1.0,85.68,758.0,64945.44,64945.44
5705,2024-02-09,Client_1,Asset_41,JPY,3818.27,0.006782,25.89550714,233.0,889656.91,6033.65316362
5706,2024-02-09,Client_1,Asset_15,USD,252.4,1.0,252.4,306.0,77234.40000000001,77234.40000000001
5707,2024-02-09,Client_1,Asset_10,GBP,140.55,1.24795,175.3993725,364.0,51160.200000000004,63845.37159
5708,2024-02-09,Client_1,Asset_35,USD,133.3,1.0,133.3,428.0,57052.4,57052.4
5709,2024-02-09,Client_1,Asset_23,CAD,103.12,0.735361,75.83042632,953.0,98273.36,72266.39628296
5710,2024-02-09,Client_3,Asset_36,AUD,58.58,0.668158,39.140695640000004,430.0,25189.399999999998,16830.4991252
5711,2024-02-09,Client_4,Asset_30,USD,294.26,1.0,294.26,173.0,50906.979999999996,50906.979999999996
5712,2024-02-09,Client_4,Asset_8,CAD,100.67,0.735361,74.02879187,871.0,87683.57,64479.07771877001
5713,2024-02-09,Client_4,Asset_17,CAD,114.19,0.735361,83.97087259,487.0,55610.53,40893.81495133
5714,2024-02-12,Client_1,Asset_26,USD,195.58,1.0,195.58,65.0,12712.7,12712.7
5715,2024-02-12,Client_7,Asset_31,GBP,90.39,1.233951,111.53683089,765.0,69148.35,85325.67563085
5716,2024-02-12,Client_7,Asset_12,USD,73.69,1.0,73.69,529.0,38982.01,38982.01
5717,2024-02-12,Client_7,Asset_24,USD,202.26,1.0,202.26,834.0,168684.84,168684.84
5718,2024-02-12,Client_7,Asset_34,USD,84.72,1.0,84.72,298.0,25246.56,25246.56
5719,2024-02-12,Client_7,Asset_29,CAD,92.89,0.738668,68.61487052,849.0,78863.61,58254.02507148
5720,2024-02-12,Client_7,Asset_7,JPY,3535.85,0.006782,23.980134699999997,277.0,979430.45,6642.4973119
5721,2024-02-12,Client_7,Asset_37,SEK,113.25,0.096383,10.91537475,120.0,13590.0,1309.8449699999999
5722,2024-02-12,Client_7,Asset_14,USD,331.72,1.0,331.72,340.0,112784.8,112784.8
5723,2024-02-12,Client_7,Asset_48,USD,166.25,1.0,166.25,436.0,72485.0,72485.0
5724,2024-02-12,Client_7,Asset_32,GBP,132.9,1.233951,163.9920879,574.0,76284.6,94131.4584546
5725,2024-02-12,Client_7,Asset_11,AUD,111.26,0.66748,74.2638248,492.0,54739.920000000006,36537.8018016
5726,2024-02-12,Client_7,Asset_28,USD,284.39,1.0,284.39,367.0,104371.12999999999,104371.12999999999
5727,2024-02-12,Client_7,Asset_35,USD,134.64,1.0,134.64,471.0,63415.439999999995,63415.439999999995
5728,2024-02-12,Client_7,Asset_4,AUD,62.62,0.66748,41.797597599999996,621.0,38887.02,25956.3081096
5729,2024-02-12,Client_5,Asset_7,JPY,3535.85,0.006782,23.980134699999997,386.0,1364838.0999999999,9256.331994199998
5730,2024-02-12,Client_5,Asset_29,CAD,92.89,0.738668,68.61487052,311.0,28888.79,21339.224731719998
5731,2024-02-12,Client_5,Asset_9,USD,97.74,1.0,97.74,31.0,3029.94,3029.94
5732,2024-02-12,Client_5,Asset_8,CAD,99.31,0.738668,73.35711908,812.0,80639.72,59565.98069296
5733,2024-02-12,Client_6,Asset_47,CAD,44.09,0.738668,32.567872120000004,677.0,29848.930000000004,22048.449425240004
5734,2024-02-12,Client_6,Asset_12,USD,73.69,1.0,73.69,435.0,32055.149999999998,32055.149999999998
5735,2024-02-12,Client_7,Asset_46,EUR,210.28,1.087584,228.69716352000003,992.0,208597.76,226867.58621184004
5736,2024-02-12,Client_7,Asset_25,USD,215.29,1.0,215.29,409.0,88053.61,88053.61
5737,2024-02-12,Client_7,Asset_5,USD,86.18,1.0,86.18,884.0,76183.12000000001,76183.12000000001
5738,2024-02-12,Client_1,Asset_24,USD,202.26,1.0,202.26,750.0,151695.0,151695.0
5739,2024-02-12,Client_1,Asset_19,CAD,79.27,0.738668,58.554212359999994,811.0,64287.969999999994,47487.46622395999
5740,2024-02-12,Client_9,Asset_7,JPY,3535.85,0.006782,23.980134699999997,590.0,2086151.5,14148.279472999999
5741,2024-02-12,Client_1,Asset_25,USD,215.29,1.0,215.29,641.0,138000.88999999998,138000.88999999998
5742,2024-02-12,Client_1,Asset_46,EUR,210.28,1.087584,228.69716352000003,785.0,165069.8,179527.27336320002
5743,2024-02-12,Client_1,Asset_22,CHF,296.15,1.105064,327.26470359999996,415.0,122902.24999999999,135814.851994
5744,2024-02-12,Client_1,Asset_21,EUR,106.45,1.087584,115.77331680000002,290.0,30870.5,33574.261872
5745,2024-02-12,Client_1,Asset_32,GBP,132.9,1.233951,163.9920879,822.0,109243.8,134801.4962538
5746,2024-02-12,Client_1,Asset_43,GBP,242.59,1.233951,299.34417309,423.0,102615.57,126622.58521707001
5747,2024-02-12,Client_1,Asset_9,USD,97.74,1.0,97.74,197.0,19254.78,19254.78
5748,2024-02-12,Client_7,Asset_3,EUR,172.08,1.087584,187.15145472000003,857.0,147472.56,160388.79669504002
