,date,client,asset,quantity,currency,price_local,rate_to_usd,price_usd,value_local,value_usd
23718,2024-01-17,Client_10,Asset_8,629.0,CAD,97.36,0.731881,71.25593416,61239.44,44819.98258664
4031,2024-01-18,Client_1,Asset_17,733.0,CAD,107.63,0.728917,78.45333671,78892.79,57506.295808430004
4032,2024-01-18,Client_3,Asset_17,793.0,CAD,107.63,0.728917,78.45333671,85350.59,62213.49601103
4033,2024-01-18,Client_4,Asset_17,23.0,CAD,107.63,0.728917,78.45333671,2475.49,1804.42674433
4034,2024-01-18,Client_7,Asset_17,458.0,CAD,107.63,0.728917,78.45333671,49294.54,35931.62821318
4035,2024-01-18,Client_8,Asset_17,172.0,CAD,107.63,0.728917,78.45333671,18512.36,13493.97391412
4036,2024-01-18,Client_9,Asset_17,419.0,CAD,107.63,0.728917,78.45333671,45096.97,32871.94808149
4973,2024-01-18,Client_1,Asset_19,177.0,CAD,93.9,0.728917,68.44530630000001,16620.3,12114.819215100002
4974,2024-01-18,Client_3,Asset_19,131.0,CAD,93.9,0.728917,68.44530630000001,12300.900000000001,8966.335125300002
4975,2024-01-18,Client_7,Asset_19,68.0,CAD,93.9,0.728917,68.44530630000001,6385.200000000001,4654.280828400001
7453,2024-01-18,Client_1,Asset_23,264.0,CAD,103.39,0.728917,75.36272863,27294.96,19895.760358320003
7454,2024-01-18,Client_5,Asset_23,602.0,CAD,103.39,0.728917,75.36272863,62240.78,45368.362635260004
10437,2024-01-18,Client_3,Asset_29,53.0,CAD,92.26,0.728917,67.24988242,4889.780000000001,3564.2437682600003
10438,2024-01-18,Client_4,Asset_29,192.0,CAD,92.26,0.728917,67.24988242,17713.920000000002,12911.977424640001
10439,2024-01-18,Client_8,Asset_29,688.0,CAD,92.26,0.728917,67.24988242,63474.880000000005,46267.919104960005
10440,2024-01-18,Client_9,Asset_29,217.0,CAD,92.26,0.728917,67.24988242,20020.420000000002,14593.224485140001
20245,2024-01-18,Client_4,Asset_47,216.0,CAD,41.98,0.728917,30.59993566,9067.679999999998,6609.58610256
20246,2024-01-18,Client_5,Asset_47,319.0,CAD,41.98,0.728917,30.59993566,13391.619999999999,9761.37947554
20247,2024-01-18,Client_8,Asset_47,629.0,CAD,41.98,0.728917,30.59993566,26405.42,19247.35953014
20248,2024-01-18,Client_10,Asset_47,954.0,CAD,41.98,0.728917,30.59993566,40048.92,29192.33861964
23719,2024-01-18,Client_4,Asset_8,484.0,CAD,99.06,0.728917,72.20651802,47945.04,34947.954721680006
23720,2024-01-18,Client_7,Asset_8,916.0,CAD,99.06,0.728917,72.20651802,90738.96,66141.17050632
23721,2024-01-18,Client_8,Asset_8,849.0,CAD,99.06,0.728917,72.20651802,84101.94,61303.333798980006
4037,2024-01-19,Client_1,Asset_17,83.0,CAD,107.59,0.740798,79.70245682,8929.970000000001,6615.303916059999
4038,2024-01-19,Client_4,Asset_17,381.0,CAD,107.59,0.740798,79.70245682,40991.79,30366.636048419998
4039,2024-01-19,Client_10,Asset_17,300.0,CAD,107.59,0.740798,79.70245682,32277.0,23910.737046
4976,2024-01-19,Client_4,Asset_19,516.0,CAD,92.13,0.740798,68.24971973999999,47539.079999999994,35216.85538584
7455,2024-01-19,Client_8,Asset_23,62.0,CAD,102.88,0.740798,76.21329823999999,6378.5599999999995,4725.224490879999
7456,2024-01-19,Client_10,Asset_23,441.0,CAD,102.88,0.740798,76.21329823999999,45370.079999999994,33610.064523839996
10441,2024-01-19,Client_5,Asset_29,375.0,CAD,92.91,0.740798,68.82754218,34841.25,25810.3283175
10442,2024-01-19,Client_6,Asset_29,466.0,CAD,92.91,0.740798,68.82754218,43296.06,32073.634655879996
10443,2024-01-19,Client_8,Asset_29,582.0,CAD,92.91,0.740798,68.82754218,54073.619999999995,40057.62954876
10444,2024-01-19,Client_9,Asset_29,437.0,CAD,92.91,0.740798,68.82754218,40601.67,30077.635932659996
10445,2024-01-19,Client_10,Asset_29,312.0,CAD,92.91,0.740798,68.82754218,28987.92,21474.193160159997
20249,2024-01-19,Client_1,Asset_47,153.0,CAD,43.09,0.740798,31.920985820000002,6592.77,4883.91083046
20250,2024-01-19,Client_2,Asset_47,132.0,CAD,43.09,0.740798,31.920985820000002,5687.88,4213.5701282400005
20251,2024-01-19,Client_3,Asset_47,770.0,CAD,43.09,0.740798,31.920985820000002,33179.3,24579.1590814
20252,2024-01-19,Client_7,Asset_47,424.0,CAD,43.09,0.740798,31.920985820000002,18270.16,13534.49798768
20253,2024-01-19,Client_10,Asset_47,305.0,CAD,43.09,0.740798,31.920985820000002,13142.45,9735.900675100002
23722,2024-01-19,Client_6,Asset_8,447.0,CAD,98.21,0.740798,72.75377157999999,43899.869999999995,32520.935896259994
23723,2024-01-19,Client_7,Asset_8,404.0,CAD,98.21,0.740798,72.75377157999999,39676.84,29392.523718319997
23724,2024-01-19,Client_8,Asset_8,342.0,CAD,98.21,0.740798,72.75377157999999,33587.82,24881.789880359996
23725,2024-01-19,Client_9,Asset_8,475.0,CAD,98.21,0.740798,72.75377157999999,46649.75,34558.041500499996
4040,2024-01-22,Client_1,Asset_17,707.0,CAD,112.14,0.755353,84.70528542000001,79282.98,59886.63679194001
4041,2024-01-22,Client_3,Asset_17,52.0,CAD,112.14,0.755353,84.70528542000001,5831.28,4404.67484184
4042,2024-01-22,Client_4,Asset_17,107.0,CAD,112.14,0.755353,84.70528542000001,11998.98,9063.465539940002
4043,2024-01-22,Client_6,Asset_17,28.0,CAD,112.14,0.755353,84.70528542000001,3139.92,2371.7479917600003
4044,2024-01-22,Client_10,Asset_17,30.0,CAD,112.14,0.755353,84.70528542000001,3364.2,2541.1585626
4977,2024-01-22,Client_2,Asset_19,29.0,CAD,90.7,0.755353,68.5105171,2630.3,1986.8049959
4978,2024-01-22,Client_4,Asset_19,415.0,CAD,90.7,0.755353,68.5105171,37640.5,28431.8645965
4979,2024-01-22,Client_6,Asset_19,51.0,CAD,90.7,0.755353,68.5105171,4625.7,3494.0363721
4980,2024-01-22,Client_7,Asset_19,867.0,CAD,90.7,0.755353,68.5105171,78636.90000000001,59398.6183257
4981,2024-01-22,Client_9,Asset_19,265.0,CAD,90.7,0.755353,68.5105171,24035.5,18155.2870315
4982,2024-01-22,Client_10,Asset_19,212.0,CAD,90.7,0.755353,68.5105171,19228.4,14524.2296252
7457,2024-01-22,Client_5,Asset_23,806.0,CAD,107.47,0.755353,81.17778691000001,86620.81999999999,65429.29624946001
7458,2024-01-22,Client_6,Asset_23,900.0,CAD,107.47,0.755353,81.17778691000001,96723.0,73060.00821900001
7459,2024-01-22,Client_8,Asset_23,891.0,CAD,107.47,0.755353,81.17778691000001,95755.77,72329.40813681
7460,2024-01-22,Client_10,Asset_23,423.0,CAD,107.47,0.755353,81.17778691000001,45459.81,34338.20386293
10446,2024-01-22,Client_2,Asset_29,971.0,CAD,89.79,0.755353,67.82314587,87186.09000000001,65856.27463977001
10447,2024-01-22,Client_7,Asset_29,109.0,CAD,89.79,0.755353,67.82314587,9787.11,7392.722899830001
10448,2024-01-22,Client_8,Asset_29,124.0,CAD,89.79,0.755353,67.82314587,11133.960000000001,8410.07008788
20254,2024-01-22,Client_1,Asset_47,729.0,CAD,42.28,0.755353,31.936324840000005,30822.120000000003,23281.580808360002
20255,2024-01-22,Client_2,Asset_47,367.0,CAD,42.28,0.755353,31.936324840000005,15516.76,11720.631216280002
20256,2024-01-22,Client_5,Asset_47,297.0,CAD,42.28,0.755353,31.936324840000005,12557.16,9485.088477480002
20257,2024-01-22,Client_6,Asset_47,766.0,CAD,42.28,0.755353,31.936324840000005,32386.48,24463.224827440004
20258,2024-01-22,Client_8,Asset_47,347.0,CAD,42.28,0.755353,31.936324840000005,14671.16,11081.904719480002
20259,2024-01-22,Client_10,Asset_47,148.0,CAD,42.28,0.755353,31.936324840000005,6257.4400000000005,4726.5760763200005
23726,2024-01-22,Client_2,Asset_8,304.0,CAD,97.61,0.755353,73.73000633000001,29673.44,22413.921924320002
23727,2024-01-22,Client_5,Asset_8,159.0,CAD,97.61,0.755353,73.73000633000001,15519.99,11723.071006470002
23728,2024-01-22,Client_7,Asset_8,537.0,CAD,97.61,0.755353,73.73000633000001,52416.57,39593.01339921
23729,2024-01-22,Client_9,Asset_8,475.0,CAD,97.61,0.755353,73.73000633000001,46364.75,35021.753006750005
4045,2024-01-23,Client_3,Asset_17,109.0,CAD,113.16,0.738777,83.60000532,12334.44,9112.400579879999
4983,2024-01-23,Client_2,Asset_19,594.0,CAD,90.7,0.738777,67.00707390000001,53875.8,39802.2018966
4984,2024-01-23,Client_3,Asset_19,252.0,CAD,90.7,0.738777,67.00707390000001,22856.4,16885.7826228
4985,2024-01-23,Client_5,Asset_19,308.0,CAD,90.7,0.738777,67.00707390000001,27935.600000000002,20638.178761200004
4986,2024-01-23,Client_6,Asset_19,185.0,CAD,87.31,0.738777,64.50261987,16152.35,11932.984675950001
4987,2024-01-23,Client_7,Asset_19,154.0,CAD,87.31,0.738777,64.50261987,13445.74,9933.40345998
7461,2024-01-23,Client_3,Asset_23,649.0,CAD,104.18,0.738777,76.96578786,67612.82,49950.796321140006
7462,2024-01-23,Client_6,Asset_23,780.0,CAD,104.18,0.738777,76.96578786,81260.40000000001,60033.3145308
7463,2024-01-23,Client_9,Asset_23,235.0,CAD,104.18,0.738777,76.96578786,24482.300000000003,18086.960147100002
10449,2024-01-23,Client_1,Asset_29,671.0,CAD,88.49,0.738777,65.37437673,59376.78999999999,43866.20678583
10450,2024-01-23,Client_3,Asset_29,390.0,CAD,88.49,0.738777,65.37437673,34511.1,25496.0069247
10451,2024-01-23,Client_5,Asset_29,129.0,CAD,88.49,0.738777,65.37437673,11415.21,8433.29459817
10452,2024-01-23,Client_8,Asset_29,801.0,CAD,88.49,0.738777,65.37437673,70880.48999999999,52364.87576072999
10453,2024-01-23,Client_9,Asset_29,806.0,CAD,88.49,0.738777,65.37437673,71322.94,52691.74764438
20260,2024-01-23,Client_2,Asset_47,297.0,CAD,41.61,0.738777,30.74051097,12358.17,9129.93175809
20261,2024-01-23,Client_3,Asset_47,252.0,CAD,41.61,0.738777,30.74051097,10485.72,7746.6087644399995
20262,2024-01-23,Client_10,Asset_47,24.0,CAD,41.61,0.738777,30.74051097,998.64,737.77226328
23730,2024-01-23,Client_4,Asset_8,700.0,CAD,96.81,0.738777,71.52100137000001,67767.0,50064.70095900001
23731,2024-01-23,Client_10,Asset_8,480.0,CAD,96.81,0.738777,71.52100137000001,46468.8,34330.0806576
4046,2024-01-24,Client_2,Asset_17,982.0,CAD,113.25,0.748093,84.72153225,111211.5,83196.5446695
4047,2024-01-24,Client_3,Asset_17,645.0,CAD,113.25,0.748093,84.72153225,73046.25,54645.388301249994
4048,2024-01-24,Client_4,Asset_17,206.0,CAD,113.25,0.748093,84.72153225,23329.5,17452.635643499998
4049,2024-01-24,Client_5,Asset_17,245.0,CAD,113.25,0.748093,84.72153225,27746.25,20756.775401249997
4050,2024-01-24,Client_9,Asset_17,935.0,CAD,113.25,0.748093,84.72153225,105888.75,79214.63265375
4988,2024-01-24,Client_2,Asset_19,595.0,CAD,87.31,0.748093,65.31599983,51949.450000000004,38863.01989885
4989,2024-01-24,Client_3,Asset_19,695.0,CAD,87.31,0.748093,65.31599983,60680.450000000004,45394.61988185
4990,2024-01-24,Client_6,Asset_19,635.0,CAD,87.31,0.748093,65.31599983,55441.85,41475.65989205
4991,2024-01-24,Client_8,Asset_19,62.0,CAD,87.31,0.748093,65.31599983,5413.22,4049.5919894599997
4992,2024-01-24,Client_10,Asset_19,77.0,CAD,87.31,0.748093,65.31599983,6722.87,5029.33198691
7464,2024-01-24,Client_1,Asset_23,442.0,CAD,106.24,0.748093,79.47740032,46958.079999999994,35129.01094144
7465,2024-01-24,Client_4,Asset_23,631.0,CAD,106.24,0.748093,79.47740032,67037.44,50150.23960192
7466,2024-01-24,Client_6,Asset_23,460.0,CAD,106.24,0.748093,79.47740032,48870.399999999994,36559.6041472
7467,2024-01-24,Client_10,Asset_23,327.0,CAD,106.24,0.748093,79.47740032,34740.479999999996,25989.10990464
10454,2024-01-24,Client_1,Asset_29,201.0,CAD,89.45,0.748093,66.91691885,17979.45,13450.30068885
10455,2024-01-24,Client_2,Asset_29,171.0,CAD,89.45,0.748093,66.91691885,15295.95,11442.79312335
10456,2024-01-24,Client_3,Asset_29,402.0,CAD,89.45,0.748093,66.91691885,35958.9,26900.6013777
10457,2024-01-24,Client_5,Asset_29,142.0,CAD,89.45,0.748093,66.91691885,12701.9,9502.2024767
10458,2024-01-24,Client_6,Asset_29,779.0,CAD,89.45,0.748093,66.91691885,69681.55,52128.27978415
10459,2024-01-24,Client_7,Asset_29,361.0,CAD,89.45,0.748093,66.91691885,32291.45,24157.007704850002
10460,2024-01-24,Client_8,Asset_29,765.0,CAD,89.45,0.748093,66.91691885,68429.25,51191.44292025
20263,2024-01-24,Client_5,Asset_47,501.0,CAD,41.43,0.748093,30.99349299,20756.43,15527.73998799
20264,2024-01-24,Client_6,Asset_47,602.0,CAD,41.43,0.748093,30.99349299,24940.86,18658.08277998
20265,2024-01-24,Client_9,Asset_47,70.0,CAD,41.43,0.748093,30.99349299,2900.1,2169.5445093
20266,2024-01-24,Client_10,Asset_47,437.0,CAD,41.43,0.748093,30.99349299,18104.91,13544.15643663
23732,2024-01-24,Client_3,Asset_8,747.0,CAD,97.2,0.748093,72.7146396,72608.40000000001,54317.835781199996
4051,2024-01-25,Client_1,Asset_17,354.0,CAD,112.79,0.729289,82.25650631,39927.66,29118.803233740004
4052,2024-01-25,Client_7,Asset_17,798.0,CAD,112.79,0.729289,82.25650631,90006.42,65640.69203538001
4053,2024-01-25,Client_8,Asset_17,370.0,CAD,112.79,0.729289,82.25650631,41732.3,30434.9073347
4054,2024-01-25,Client_9,Asset_17,186.0,CAD,112.79,0.729289,82.25650631,20978.940000000002,15299.710173660002
4055,2024-01-25,Client_10,Asset_17,577.0,CAD,112.79,0.729289,82.25650631,65079.83,47462.004140870005
4993,2024-01-25,Client_1,Asset_19,771.0,CAD,86.4,0.729289,63.010569600000004,66614.40000000001,48581.149161600006
4994,2024-01-25,Client_7,Asset_19,104.0,CAD,86.4,0.729289,63.010569600000004,8985.6,6553.0992384
7468,2024-01-25,Client_1,Asset_23,497.0,CAD,103.76,0.729289,75.67102664,51568.72,37608.50024008
7469,2024-01-25,Client_4,Asset_23,660.0,CAD,103.76,0.729289,75.67102664,68481.6,49942.8775824
7470,2024-01-25,Client_5,Asset_23,507.0,CAD,103.76,0.729289,75.67102664,52606.32,38365.21050648
7471,2024-01-25,Client_10,Asset_23,334.0,CAD,103.76,0.729289,75.67102664,34655.840000000004,25274.122897759997
10461,2024-01-25,Client_5,Asset_29,705.0,CAD,88.75,0.729289,64.72439874999999,62568.75,45630.701118749996
10462,2024-01-25,Client_7,Asset_29,430.0,CAD,88.75,0.729289,64.72439874999999,38162.5,27831.491462499995
10463,2024-01-25,Client_9,Asset_29,646.0,CAD,88.75,0.729289,64.72439874999999,57332.5,41811.961592499996
20267,2024-01-25,Client_4,Asset_47,727.0,CAD,40.83,0.729289,29.77686987,29683.41,21647.784395489998
20268,2024-01-25,Client_7,Asset_47,551.0,CAD,40.83,0.729289,29.77686987,22497.329999999998,16407.05529837
20269,2024-01-25,Client_8,Asset_47,919.0,CAD,40.83,0.729289,29.77686987,37522.77,27364.94341053
23733,2024-01-25,Client_2,Asset_8,242.0,CAD,97.58,0.729289,71.16402062,23614.36,17221.69299004
23734,2024-01-25,Client_8,Asset_8,343.0,CAD,97.58,0.729289,71.16402062,33469.94,24409.25907266
4056,2024-01-26,Client_4,Asset_17,148.0,CAD,113.94,0.741646,84.50314524,16863.12,12506.465495519999
4057,2024-01-26,Client_6,Asset_17,775.0,CAD,113.94,0.741646,84.50314524,88303.5,65489.937561
4995,2024-01-26,Client_2,Asset_19,560.0,CAD,85.28,0.741646,63.247570880000005,47756.8,35418.6396928
4996,2024-01-26,Client_4,Asset_19,371.0,CAD,85.28,0.741646,63.247570880000005,31638.88,23464.84879648
4997,2024-01-26,Client_7,Asset_19,999.0,CAD,85.28,0.741646,63.247570880000005,85194.72,63184.32330912
4998,2024-01-26,Client_8,Asset_19,280.0,CAD,85.28,0.741646,63.247570880000005,23878.4,17709.3198464
7472,2024-01-26,Client_4,Asset_23,44.0,CAD,106.79,0.741646,79.20037634,4698.76,3484.8165589600003
7473,2024-01-26,Client_7,Asset_23,583.0,CAD,106.79,0.741646,79.20037634,62258.57000000001,46173.819406220005
10464,2024-01-26,Client_1,Asset_29,183.0,CAD,89.76,0.741646,66.57014496000001,16426.08,12182.336527680001
10465,2024-01-26,Client_2,Asset_29,66.0,CAD,89.76,0.741646,66.57014496000001,5924.160000000001,4393.629567360001
10466,2024-01-26,Client_5,Asset_29,222.0,CAD,89.76,0.741646,66.57014496000001,19926.72,14778.572181120002
10467,2024-01-26,Client_7,Asset_29,748.0,CAD,89.76,0.741646,66.57014496000001,67140.48000000001,49794.46843008001
10468,2024-01-26,Client_8,Asset_29,301.0,CAD,89.76,0.741646,66.57014496000001,27017.760000000002,20037.61363296
20270,2024-01-26,Client_4,Asset_47,671.0,CAD,40.76,0.741646,30.22949096,27349.96,20283.98843416
20271,2024-01-26,Client_5,Asset_47,834.0,CAD,40.76,0.741646,30.22949096,33993.84,25211.39546064
20272,2024-01-26,Client_9,Asset_47,575.0,CAD,40.76,0.741646,30.22949096,23437.0,17381.957302
20273,2024-01-26,Client_10,Asset_47,578.0,CAD,40.76,0.741646,30.22949096,23559.28,17472.64577488
23735,2024-01-26,Client_2,Asset_8,65.0,CAD,98.31,0.741646,72.91121826,6390.150000000001,4739.2291869
23736,2024-01-26,Client_4,Asset_8,599.0,CAD,98.31,0.741646,72.91121826,58887.69,43673.81973774
23737,2024-01-26,Client_6,Asset_8,37.0,CAD,98.31,0.741646,72.91121826,3637.4700000000003,2697.71507562
23738,2024-01-26,Client_8,Asset_8,984.0,CAD,98.31,0.741646,72.91121826,96737.04000000001,71744.63876783999
23739,2024-01-26,Client_10,Asset_8,954.0,CAD,98.31,0.741646,72.91121826,93787.74,69557.30222004
4058,2024-01-29,Client_1,Asset_17,470.0,CAD,113.65,0.729947,82.95847655,53415.5,38990.4839785
4059,2024-01-29,Client_3,Asset_17,807.0,CAD,113.65,0.729947,82.95847655,91715.55,66947.49057585
4060,2024-01-29,Client_4,Asset_17,774.0,CAD,113.65,0.729947,82.95847655,87965.1,64209.8608497
4061,2024-01-29,Client_5,Asset_17,292.0,CAD,113.65,0.729947,82.95847655,33185.8,24223.8751526
4062,2024-01-29,Client_6,Asset_17,248.0,CAD,113.65,0.729947,82.95847655,28185.2,20573.7021844
4063,2024-01-29,Client_7,Asset_17,113.0,CAD,113.65,0.729947,82.95847655,12842.45,9374.30785015
4064,2024-01-29,Client_8,Asset_17,453.0,CAD,113.65,0.729947,82.95847655,51483.450000000004,37580.18987715
4065,2024-01-29,Client_9,Asset_17,243.0,CAD,113.65,0.729947,82.95847655,27616.95,20158.90980165
4999,2024-01-29,Client_2,Asset_19,49.0,CAD,81.51,0.729947,59.49797997,3993.9900000000002,2915.4010185300003
5000,2024-01-29,Client_3,Asset_19,121.0,CAD,81.51,0.729947,59.49797997,9862.710000000001,7199.25557637
5001,2024-01-29,Client_4,Asset_19,990.0,CAD,81.51,0.729947,59.49797997,80694.90000000001,58903.0001703
5002,2024-01-29,Client_8,Asset_19,744.0,CAD,81.51,0.729947,59.49797997,60643.44,44266.49709768
7474,2024-01-29,Client_2,Asset_23,528.0,CAD,105.12,0.729947,76.73202864000001,55503.36,40514.511121920004
7475,2024-01-29,Client_3,Asset_23,399.0,CAD,105.12,0.729947,76.73202864000001,41942.880000000005,30616.079427360004
7476,2024-01-29,Client_4,Asset_23,706.0,CAD,105.12,0.729947,76.73202864000001,74214.72,54172.81221984001
7477,2024-01-29,Client_8,Asset_23,58.0,CAD,105.12,0.729947,76.73202864000001,6096.96,4450.457661120001
7478,2024-01-29,Client_9,Asset_23,975.0,CAD,105.12,0.729947,76.73202864000001,102492.0,74813.727924
10469,2024-01-29,Client_2,Asset_29,332.0,CAD,91.24,0.729947,66.60036428,30291.679999999997,22111.32094096
10470,2024-01-29,Client_3,Asset_29,30.0,CAD,91.24,0.729947,66.60036428,2737.2,1998.0109283999998
10471,2024-01-29,Client_4,Asset_29,552.0,CAD,91.24,0.729947,66.60036428,50364.479999999996,36763.40108256
10472,2024-01-29,Client_5,Asset_29,161.0,CAD,91.24,0.729947,66.60036428,14689.64,10722.658649079998
10473,2024-01-29,Client_6,Asset_29,592.0,CAD,91.24,0.729947,66.60036428,54014.079999999994,39427.41565376
10474,2024-01-29,Client_10,Asset_29,531.0,CAD,91.24,0.729947,66.60036428,48448.439999999995,35364.793432679995
20274,2024-01-29,Client_1,Asset_47,874.0,CAD,39.49,0.729947,28.82560703,34514.26,25193.58054422
20275,2024-01-29,Client_7,Asset_47,909.0,CAD,39.49,0.729947,28.82560703,35896.41,26202.47679027
20276,2024-01-29,Client_8,Asset_47,28.0,CAD,39.49,0.729947,28.82560703,1105.72,807.11699684
20277,2024-01-29,Client_9,Asset_47,251.0,CAD,39.49,0.729947,28.82560703,9911.99,7235.22736453
20278,2024-01-29,Client_10,Asset_47,439.0,CAD,39.49,0.729947,28.82560703,17336.11,12654.44148617
23740,2024-01-29,Client_2,Asset_8,14.0,CAD,98.71,0.729947,72.05306836999999,1381.9399999999998,1008.7429571799998
23741,2024-01-29,Client_7,Asset_8,443.0,CAD,98.71,0.729947,72.05306836999999,43728.53,31919.509287909998
23742,2024-01-29,Client_9,Asset_8,910.0,CAD,98.71,0.729947,72.05306836999999,89826.09999999999,65568.29221669999
4066,2024-01-30,Client_4,Asset_17,315.0,CAD,113.07,0.734787,83.08236609,35617.049999999996,26170.945318349997
5003,2024-01-30,Client_1,Asset_19,658.0,CAD,82.92,0.734787,60.92853804,54561.36,40090.97803032
5004,2024-01-30,Client_3,Asset_19,585.0,CAD,82.92,0.734787,60.92853804,48508.200000000004,35643.1947534
5005,2024-01-30,Client_5,Asset_19,385.0,CAD,82.92,0.734787,60.92853804,31924.2,23457.4871454
5006,2024-01-30,Client_6,Asset_19,609.0,CAD,82.92,0.734787,60.92853804,50498.28,37105.47966636
7479,2024-01-30,Client_1,Asset_23,481.0,CAD,104.06,0.734787,76.46193522,50052.86,36778.19084082
7480,2024-01-30,Client_7,Asset_23,432.0,CAD,104.06,0.734787,76.46193522,44953.92,33031.55601504
7481,2024-01-30,Client_8,Asset_23,456.0,CAD,104.06,0.734787,76.46193522,47451.36,34866.64246032
10475,2024-01-30,Client_2,Asset_29,414.0,CAD,90.16,0.734787,66.24839592,37326.24,27426.835910879996
10476,2024-01-30,Client_4,Asset_29,660.0,CAD,90.16,0.734787,66.24839592,59505.6,43723.941307199995
10477,2024-01-30,Client_6,Asset_29,719.0,CAD,90.16,0.734787,66.24839592,64825.04,47632.59666647999
10478,2024-01-30,Client_7,Asset_29,681.0,CAD,90.16,0.734787,66.24839592,61398.96,45115.15762152
20279,2024-01-30,Client_3,Asset_47,66.0,CAD,40.15,0.734787,29.501698049999998,2649.9,1947.1120712999998
20280,2024-01-30,Client_5,Asset_47,455.0,CAD,40.15,0.734787,29.501698049999998,18268.25,13423.27261275
23743,2024-01-30,Client_2,Asset_8,185.0,CAD,99.32,0.734787,72.97904483999999,18374.199999999997,13501.123295399997
23744,2024-01-30,Client_5,Asset_8,231.0,CAD,99.32,0.734787,72.97904483999999,22942.92,16858.159358039997
23745,2024-01-30,Client_8,Asset_8,807.0,CAD,99.32,0.734787,72.97904483999999,80151.23999999999,58894.08918587999
4067,2024-01-31,Client_1,Asset_17,579.0,CAD,113.7,0.755375,85.8861375,65832.3,49728.073612500004
4068,2024-01-31,Client_4,Asset_17,653.0,CAD,113.7,0.755375,85.8861375,74246.1,56083.647787500006
4069,2024-01-31,Client_9,Asset_17,791.0,CAD,113.7,0.755375,85.8861375,89936.7,67935.93476250001
4070,2024-01-31,Client_10,Asset_17,68.0,CAD,113.7,0.755375,85.8861375,7731.6,5840.25735
5007,2024-01-31,Client_1,Asset_19,15.0,CAD,82.87,0.755375,62.59792625000001,1243.0500000000002,938.9688937500001
5008,2024-01-31,Client_2,Asset_19,284.0,CAD,82.87,0.755375,62.59792625000001,23535.08,17777.811055000002
5009,2024-01-31,Client_4,Asset_19,533.0,CAD,82.87,0.755375,62.59792625000001,44169.71,33364.694691250006
5010,2024-01-31,Client_6,Asset_19,706.0,CAD,82.87,0.755375,62.59792625000001,58506.22,44194.13593250001
7482,2024-01-31,Client_3,Asset_23,452.0,CAD,100.89,0.755375,76.20978375,45602.28,34446.822255
7483,2024-01-31,Client_5,Asset_23,219.0,CAD,100.89,0.755375,76.20978375,22094.91,16689.94264125
10479,2024-01-31,Client_1,Asset_29,10.0,CAD,89.82,0.755375,67.8477825,898.1999999999999,678.4778249999999
10480,2024-01-31,Client_3,Asset_29,834.0,CAD,89.82,0.755375,67.8477825,74909.87999999999,56585.050605
10481,2024-01-31,Client_5,Asset_29,756.0,CAD,89.82,0.755375,67.8477825,67903.92,51292.92357
10482,2024-01-31,Client_6,Asset_29,695.0,CAD,89.82,0.755375,67.8477825,62424.899999999994,47154.208837499995
10483,2024-01-31,Client_8,Asset_29,966.0,CAD,89.82,0.755375,67.8477825,86766.12,65540.957895
20281,2024-01-31,Client_2,Asset_47,168.0,CAD,40.23,0.755375,30.388736249999997,6758.639999999999,5105.30769
20282,2024-01-31,Client_4,Asset_47,333.0,CAD,40.23,0.755375,30.388736249999997,13396.589999999998,10119.449171249998
20283,2024-01-31,Client_9,Asset_47,749.0,CAD,40.23,0.755375,30.388736249999997,30132.269999999997,22761.16345125
23746,2024-01-31,Client_1,Asset_8,139.0,CAD,101.05,0.755375,76.33064375,14045.949999999999,10609.959481249998
23747,2024-01-31,Client_2,Asset_8,658.0,CAD,101.05,0.755375,76.33064375,66490.9,50225.56358749999
23748,2024-01-31,Client_4,Asset_8,255.0,CAD,101.05,0.755375,76.33064375,25767.75,19464.31415625
23749,2024-01-31,Client_5,Asset_8,465.0,CAD,101.05,0.755375,76.33064375,46988.25,35493.749343749994
23750,2024-01-31,Client_7,Asset_8,758.0,CAD,101.05,0.755375,76.33064375,76595.9,57858.627962499995
4071,2024-02-01,Client_5,Asset_17,668.0,CAD,114.33,0.744473,85.11559809,76372.44,56857.21952412
4072,2024-02-01,Client_7,Asset_17,777.0,CAD,114.33,0.744473,85.11559809,88834.41,66134.81971593
5011,2024-02-01,Client_4,Asset_19,970.0,CAD,83.43,0.744473,62.11138239000001,80927.1,60248.04091830001
5012,2024-02-01,Client_7,Asset_19,973.0,CAD,83.43,0.744473,62.11138239000001,81177.39,60434.37506547001
7484,2024-02-01,Client_4,Asset_23,147.0,CAD,100.11,0.744473,74.52919203,14716.17,10955.79122841
7485,2024-02-01,Client_6,Asset_23,786.0,CAD,100.11,0.744473,74.52919203,78686.46,58579.94493558
10484,2024-02-01,Client_2,Asset_29,434.0,CAD,87.75,0.744473,65.32750575,38083.5,28352.1374955
10485,2024-02-01,Client_3,Asset_29,550.0,CAD,87.75,0.744473,65.32750575,48262.5,35930.1281625
10486,2024-02-01,Client_4,Asset_29,871.0,CAD,87.75,0.744473,65.32750575,76430.25,56900.25750825
10487,2024-02-01,Client_6,Asset_29,547.0,CAD,87.75,0.744473,65.32750575,47999.25,35734.14564525
10488,2024-02-01,Client_8,Asset_29,140.0,CAD,87.75,0.744473,65.32750575,12285.0,9145.850805
20284,2024-02-01,Client_2,Asset_47,592.0,CAD,39.85,0.744473,29.667249050000002,23591.2,17563.011437600002
20285,2024-02-01,Client_5,Asset_47,39.0,CAD,39.85,0.744473,29.667249050000002,1554.15,1157.0227129500001
