date,client,asset,currency,quantity,misc_col
2024-06-03,Client_2,Asset_32,GBP,358.0,
2024-06-03,Client_2,Asset_48,USD,778.0,
2024-06-03,Client_2,Asset_25,USD,141.0,
2024-06-03,Client_2,Asset_34,USD,143.0,
06/03/2024,Client_2,ASSET_23,CAD,168.0,
2024-06-03,Client_2,Asset_24,usd ,700.0,
2024-06-03,Client_2,Asset_36,AUD,835.0,
2024-06-03,Client_2,Asset_9,USD,624.0,
2024-06-03,Client_2,Asset_49,USD,685.0,
20240603,Client_2,Asset_30,USD,168.0,
2024-06-03,Client_2,Asset_10,GBP,971.0,
2024-06-03,Client_2,ASSET_18,USD,831.0,
2024-06-03,Client_2,Asset_3,EUR,155.0,
2024-06-03,Client_2,Asset_13,USD,567.0,
2024-06-03,Client_2,Asset_26,USD,505.0,
2024-06-03,Client_2,Asset_21,EUR,975.0,
2024-06-03,Client_2,Asset_43,GBP,924.0,
2024-06-03,Client_2,asset_1,EUR,476.0,
2024-06-03,Client_2,Asset_27,USD,392.0,
2024-06-03,Client_2,Asset_15,USD,868.0,
2024-06-03,Client_2,Asset_39,AUD,690.0,
2024-06-03,Client_2,asset_33 ,USD,253.0,
2024-06-03,Client_2,Asset_2,USD,12.0,
2024-06-03,Client_2,Asset_46,EUR,629.0,
2024-06-04,Client_2,Asset_35,USD,898.0,
2024-06-04,Client_2,Asset_23,CAD,511.0,
2024-06-04,Client_2,Asset_42,GBP,266.0,
2024-06-04,Client_2,Asset_36,AUD,39.0,
2024-06-04,Client_2,Asset_4,AUD,294.0,
2024-06-04,Client_2,Asset_46,EUR,-11.0,
2024-06-04,Client_2,Asset_45,USD,664.0,
2024-06-04,Client_2,Asset_15,USD,441.0,
2024-06-04,Client_2,Asset_48,USD,741.0,
2024-06-04,Client_2,Asset_20,USD,-20.0,N/A
2024-06-04,Client_2,Asset_5,USD,880.0,
2024-06-04,Client_2,Asset_22,CHF,55.0,
2024-06-04,Client_2,Asset_41,JPY,267.0,
2024-06-04,Client_2,asset_12 ,USD,513.0,
2024-06-04,Client_2,Asset_24,USD,982.0,
2024-06-04,Client_2,Asset_18,USD,432.0,
2024-06-04,Client_2,Asset_32,GBP,786.0,
2024-06-04,Client_2,Asset_19,CAD,133.0,
2024-06-04,Client_2,Asset_10,GBP,152.0,
2024-06-04,Client_2,Asset_47,CAD,162.0,
2024-06-04,Client_2,Asset_39,AUD,288.0,
2024-06-04,Client_2,Asset_30,USD,371.0,
2024-06-05,Client_2,Asset_44,USD,402.0,
20240605,Client_2,Asset_26,USD,997.0,
2024-06-05,Client_2,ASSET_15 ,USD,505.0,
2024-06-05,Client_2,Asset_46,EUR,871.0,
2024-06-05,Client_2,Asset_23,CAD,707.0,
2024-06-05,Client_2,Asset_3,EUR,420.0,
2024-06-05,Client_2,Asset_2,USD,351.0,
20240605,Client_2,asset_11 ,AUD,516.0,
2024-06-05,Client_2,Asset_7,JPY,,
2024-06-05,Client_2,Asset_36,AUD,345.0,
05-06-2024,Client_2,Asset_10,GBP,925.0,
2024-06-05,Client_2,Asset_38,USD,739.0,
2024-06-05,Client_2,Asset_50,AUD,991.0,
06/05/2024,Client_2,Asset_20,USD,306.0,
2024-06-05,Client_2,Asset_32,GBP,917.0,
06/05/2024,Client_2,Asset_33,USD,913.0,
2024-06-05,Client_2,Asset_29,CAD,283.0,
2024-06-05,Client_2,Asset_6,usd,276.0,
20240606,Client_2,Asset_33,USD,189.0,
2024-06-06,Client_2,Asset_2,USD,114.0,
2024-06-06,Client_2,Asset_43,GBP,834.0,
2024-06-06,Client_2,ASSET_41,JPY,681.0,irrelevant
2024-06-06,Client_2,Asset_50,AUD,53.0,
2024-06-06,Client_2,Asset_16,sek,642.0,
2024-06-06,Client_2,Asset_42,GBP,54.0,
2024-06-06,Client_2,Asset_10,GBP,561.0,
2024-06-06,Client_2,Asset_5,USD,947.0,
2024-06-06,Client_2,Asset_39,AUD,130.0,
2024-06-06,Client_2,Asset_14,USD,692.0,
06-06-2024,Client_2,Asset_6,USD,161.0,
2024-06-06,Client_2,Asset_11,AUD,303.0,
2024-06-06,CLIENT_2,Asset_30,USD,756.0,
2024-06-06,Client_2,Asset_44,USD,596.0,
2024-06-06,Client_2,Asset_21,EUR,542.0,
2024-06-06,Client_2,Asset_17,CAD,394.0,
2024-06-07,CLIENT_2,Asset_27,USD,764.0,
2024-06-07,Client_2,ASSET_42 ,GBP,544.0,
2024-06-07,Client_2,Asset_38,USD,326.0,
2024-06-07,Client_2,Asset_49,USD,648.0,
2024-06-07,Client_2,Asset_17,CAD,685.0,
2024-06-07,Client_2,Asset_23,CAD,377.0,
2024-06-07,client_2,Asset_46,EUR,781.0,
2024-06-07,Client_2,Asset_18,usd,815.0,
2024-06-07,Client_2,Asset_3,eur,535.0,
2024-06-07,Client_2,Asset_47,CAD,720.0,
2024-06-07,Client_2,Asset_48,USD,-3.0,
2024-06-07,Client_2,Asset_5,USD,44.0,
2024-06-07,Client_2,Asset_22,CHF,196.0,
2024-06-07,Client_2,Asset_33,USD,507.0,
06/07/2024,Client_2,Asset_26,USD,709.0,
2024-06-07,Client_2,Asset_44,USD,309.0,
2024-06-07,Client_2,Asset_8,CAD,591.0,
2024-06-07,Client_2,Asset_36,AUD,639.0,
2024-06-07,Client_2,Asset_4,AUD,969.0,
2024-06-07,Client_2,asset_29 ,CAD,30.0,
2024-06-07,Client_2,ASSET_20,USD,868.0,
2024-06-07,Client_2,Asset_2,USD,39.0,
2024-06-07,CLIENT_2,Asset_25,USD,96.0,
2024-06-10,Client_2,Asset_47,CAD,778.0,
2024-06-10,Client_2,Asset_33,USD,521.0,
2024-06-10,Client_2,Asset_18,usd ,146.0,
10-06-2024,Client_2,Asset_5,USD,382.0,
2024-06-10,Client_2,Asset_19,CAD,258.0,
2024-06-10,Client_2,Asset_13,USD,353.0,
2024-06-10,Client_2,Asset_24,USD,953.0,
2024-06-10,Client_2,Asset_31,GBP,211.0,
2024-06-10,Client_2,Asset_9,USD,12.0,
2024-06-10,client_2 ,asset_2 ,USD,576.0,
2024-06-10,Client_2,Asset_49,USD,520.0,
10-06-2024,Client_2,Asset_37,SEK,657.0,
2024-06-10,Client_2,Asset_50,AUD,618.0,
10-06-2024,Client_2,Asset_27,USD,960.0,
2024-06-10,Client_2,Asset_45,USD,487.0,
2024-06-10,Client_2,Asset_10,GBP,317.0,
20240610,Client_2,Asset_38,USD,420.0,
20240610,Client_2,Asset_17,CAD,90.0,
06/10/2024,Client_2,Asset_3,EUR,294.0,
2024-06-10,Client_2,Asset_15,USD,628.0,
2024-06-10,Client_2,Asset_22,CHF,35.0,
2024-06-10,Client_2,Asset_1,EUR,58.0,
2024-06-10,Client_2,Asset_26,USD,581.0,
2024-06-11,Client_2,Asset_11,AUD,923.0,
2024-06-11,Client_2,Asset_26,USD,144.0,
2024-06-11,Client_2,Asset_5,USD,47.0,
2024-06-11,Client_2,ASSET_41 ,JPY,664.0,
2024-06-11,Client_2,Asset_32,GBP,434.0,
2024-06-11,Client_2,Asset_35,USD,872.0,
2024-06-11,Client_2,Asset_7,JPY,661.0,
2024-06-11,Client_2,asset_38 ,USD,113.0,
2024-06-11,Client_2,Asset_29,CAD,687.0,
20240611,Client_2,Asset_39,AUD,928.0,
2024-06-11,Client_2,Asset_2,USD,864.0,
2024-06-11,Client_2,Asset_21,EUR,948.0,
06/11/2024,Client_2,Asset_22,CHF,425.0,
2024-06-11,Client_2,Asset_12,USD,510.0,
2024-06-11,Client_2,Asset_18,USD,525.0,
2024-06-11,Client_2,Asset_46,EUR,,
2024-06-11,Client_2,Asset_15,USD,470.0,
2024-06-11,Client_2,Asset_37,SEK,935.0,
2024-06-11,Client_2,Asset_42,GBP,603.0,
2024-06-12,Client_2,Asset_15,USD,774.0,
2024-06-12,Client_2,asset_39 ,AUD,705.0,
2024-06-12,Client_2,Asset_17,cad,769.0,
2024-06-12,Client_2,ASSET_28,USD,709.0,
12-06-2024,Client_2,Asset_11,AUD,608.0,
2024-06-12,Client_2,Asset_40,GBP,724.0,
2024-06-12,Client_2,Asset_46,EUR,919.0,
2024-06-12,Client_2,Asset_1,eur ,817.0,
2024-06-12,Client_2,ASSET_48,USD,803.0,
2024-06-12,Client_2,Asset_44,USD,442.0,
12-06-2024,Client_2,Asset_7,JPY,855.0,
2024-06-12,Client_2,Asset_16,SEK,461.0,
2024-06-12,Client_2,Asset_43,GBP,973.0,
2024-06-12,Client_2,Asset_29,CAD,920.0,
2024-06-12,Client_2,Asset_50,AUD,279.0,
2024-06-12,Client_2,Asset_27,USD,503.0,
2024-06-12,Client_2,Asset_37,SEK,363.0,
2024-06-13,Client_2,Asset_15,usd,904.0,
2024-06-13,Client_2,Asset_12,USD,895.0,
2024-06-13,Client_2,Asset_23,CAD,234.0,
2024-06-13,Client_2,Asset_24,USD ,827.0,
2024-06-13,Client_2,ASSET_36,AUD,958.0,
2024-06-13,Client_2,Asset_35,USD,377.0,N/A
2024-06-13,Client_2,Asset_43,GBP,208.0,
2024-06-13,Client_2,ASSET_49,USD,264.0,
2024-06-13,Client_2,Asset_39,AUD,283.0,
2024-06-13,Client_2,Asset_3,EUR,831.0,
2024-06-13,Client_2,Asset_1,EUR,911.0,
2024-06-13,Client_2,Asset_21,EUR,305.0,
2024-06-13,Client_2,Asset_41,JPY,964.0,
2024-06-13,Client_2,Asset_40,GBP,360.0,
2024-06-13,Client_2,Asset_5,USD,653.0,
2024-06-13,Client_2,Asset_17,CAD,,
2024-06-13,Client_2,Asset_13,USD,130.0,
2024-06-13,Client_2,Asset_16,SEK,106.0,
13-06-2024,Client_2,Asset_28,USD,764.0,
20240613,Client_2,Asset_33,USD,324.0,
2024-06-13,Client_2,ASSET_50 ,AUD,677.0,
2024-06-14,Client_2,Asset_31,GBP,198.0,
2024-06-14,Client_2,Asset_44,USD,269.0,
2024-06-14,Client_2,Asset_46,EUR,516.0,
2024-06-14,Client_2,Asset_16,SEK,624.0,
2024-06-14,Client_2,Asset_3,EUR,63.0,
2024-06-14,Client_2,Asset_47,CAD,496.0,
2024-06-14,Client_2,Asset_5,USD,343.0,
2024-06-14,Client_2,Asset_36,AUD,382.0,
2024-06-14,CLIENT_2,Asset_38,USD,225.0,
14-06-2024,Client_2,asset_28 ,USD,650.0,
2024-06-14,Client_2,Asset_26,USD,424.0,
06/14/2024,Client_2,Asset_42,GBP,755.0,
2024-06-14,Client_2,Asset_33,USD,770.0,
2024-06-14,Client_2,Asset_18,USD,836.0,
2024-06-14,Client_2,Asset_11,AUD,713.0,
14-06-2024,Client_2,Asset_22,CHF,983.0,
2024-06-14,Client_2,Asset_15,USD,983.0,
2024-06-17,Client_2,Asset_15,USD,125.0,
2024-06-17,Client_2,Asset_44,USD,790.0,
2024-06-17,Client_2,Asset_16,SEK,74.0,
2024-06-17,Client_2,Asset_48,USD,-52.0,N/A
2024-06-17,Client_2,Asset_13,USD,936.0,
06/17/2024,Client_2,Asset_10,GBP,559.0,
2024-06-17,Client_2,Asset_18,usd ,186.0,
2024-06-17,CLIENT_2,Asset_3,EUR,801.0,N/A
2024-06-17,Client_2,Asset_25,USD,89.0,
2024-06-17,Client_2,Asset_14,USD,511.0,
2024-06-17,Client_2,Asset_12,USD,662.0,
2024-06-17,Client_2,Asset_28,USD,606.0,
2024-06-17,Client_2,Asset_41,JPY,189.0,
2024-06-17,Client_2,Asset_38,USD,188.0,
2024-06-17,Client_2,Asset_4,AUD,252.0,
2024-06-17,Client_2,Asset_39,AUD,444.0,
17-06-2024,Client_2,Asset_1,EUR,151.0,
2024-06-18,Client_2,asset_28 ,USD,,
2024-06-18,Client_2,Asset_10,GBP,893.0,
2024-06-18,client_2,Asset_18,usd,812.0,
2024-06-18,Client_2,Asset_17,CAD,556.0,
2024-06-18,Client_2,Asset_11,AUD,90.0,
2024-06-18,Client_2,Asset_26,USD,99.0,
2024-06-18,Client_2,Asset_41,JPY,323.0,
2024-06-18,Client_2,Asset_16,SEK,49.0,
20240618,Client_2,Asset_44,USD,812.0,
2024-06-18,Client_2,Asset_33,USD,511.0,
06/18/2024,Client_2,Asset_32,GBP,394.0,
2024-06-18,Client_2,Asset_9,usd ,820.0,
2024-06-18,CLIENT_2,Asset_24,USD,196.0,
2024-06-18,Client_2,Asset_7,JPY,768.0,
2024-06-18,Client_2,Asset_45,USD,889.0,
2024-06-18,CLIENT_2,Asset_1,EUR,664.0,
2024-06-18,Client_2,Asset_22,CHF,470.0,
2024-06-18,Client_2,Asset_36,aud,446.0,
2024-06-18,Client_2,Asset_13,USD,975.0,
2024-06-19,Client_2,Asset_39,AUD,10.0,
2024-06-19,Client_2,asset_16,SEK,66.0,
2024-06-19,Client_2,Asset_43,GBP,446.0,
2024-06-19,Client_2,Asset_1,EUR,228.0,irrelevant
2024-06-19,Client_2,Asset_49,USD,964.0,
2024-06-19,Client_2,Asset_9,USD,997.0,
2024-06-19,CLIENT_2,Asset_27,USD,64.0,
2024-06-19,Client_2,Asset_4,AUD,909.0,
2024-06-19,Client_2,Asset_13,USD,394.0,
2024-06-19,Client_2,ASSET_36,AUD,343.0,
2024-06-19,Client_2,Asset_22,CHF,242.0,
2024-06-19,Client_2,Asset_2,USD,323.0,
2024-06-19,Client_2,Asset_42,GBP,539.0,
2024-06-19,Client_2,Asset_32,GBP,503.0,
2024-06-19,Client_2,Asset_48,USD,580.0,
2024-06-19,Client_2,Asset_45,USD,257.0,
2024-06-19,Client_2,Asset_33,USD,101.0,
2024-06-19,Client_2,Asset_15,USD,65.0,
2024-06-19,Client_2,Asset_14,USD,495.0,
2024-06-19,Client_2,Asset_6,USD,468.0,
2024-06-19,Client_2,Asset_44,USD,411.0,
2024-06-19,Client_2,Asset_31,GBP,450.0,
06/20/2024,Client_2,Asset_1,EUR,38.0,
2024-06-20,Client_2,Asset_2,USD,70.0,
2024-06-20,Client_2,Asset_40,GBP,886.0,
2024-06-20,Client_2,Asset_19,CAD,220.0,
2024-06-20,Client_2,Asset_43,GBP,54.0,
2024-06-20,Client_2,Asset_42,GBP,190.0,
2024-06-20,Client_2,Asset_31,GBP,340.0,
2024-06-20,Client_2,Asset_15,USD,740.0,
2024-06-20,Client_2,Asset_30,USD,425.0,
2024-06-20,Client_2,Asset_8,CAD,677.0,
2024-06-20,Client_2,asset_47 ,CAD,344.0,
20-06-2024,Client_2,Asset_49,USD,252.0,
2024-06-20,Client_2,Asset_50,AUD,290.0,
2024-06-20,Client_2,Asset_27,USD,858.0,
2024-06-20,client_2,Asset_12,USD,772.0,
2024-06-20,Client_2,Asset_22,CHF,366.0,
2024-06-21,Client_2,Asset_24,USD,383.0,
2024-06-21,Client_2,Asset_40,GBP,807.0,
2024-06-21,Client_2,Asset_12,USD,202.0,
2024-06-21,Client_2,Asset_35,USD,418.0,
2024-06-21,Client_2,Asset_23,CAD,334.0,
2024-06-21,Client_2,Asset_44,USD,582.0,
2024-06-21,Client_2,Asset_21,EUR,108.0,
2024-06-21,Client_2,Asset_19,CAD,297.0,
20240621,Client_2,Asset_47,CAD,545.0,
2024-06-21,Client_2,ASSET_11,AUD,867.0,
20240621,Client_2,Asset_13,USD,316.0,
21-06-2024,Client_2,Asset_36,AUD,430.0,
2024-06-21,Client_2,Asset_30,USD,268.0,
2024-06-21,Client_2,Asset_27,USD,458.0,
2024-06-21,Client_2,Asset_31,GBP,464.0,
2024-06-21,Client_2,ASSET_50 ,AUD,986.0,
2024-06-21,Client_2,Asset_9,USD,464.0,
2024-06-21,Client_2,Asset_32,gbp ,205.0,
2024-06-21,Client_2,Asset_48,USD,0.0,
2024-06-21,Client_2,Asset_4,AUD,0.0,
2024-06-21,Client_2,Asset_15,USD,656.0,
2024-06-24,Client_2,Asset_11,AUD,39.0,
2024-06-24,Client_2,Asset_50,AUD ,572.0,
2024-06-24,Client_2,Asset_45,USD,395.0,
2024-06-24,Client_2,Asset_3,EUR,583.0,
2024-06-24,Client_2,Asset_37,SEK,87.0,
2024-06-24,Client_2,ASSET_21 ,EUR,665.0,
2024-06-24,Client_2,Asset_15,USD,964.0,
24-06-2024,Client_2,asset_13,USD,267.0,
2024-06-24,Client_2,Asset_29,CAD,97.0,
06/24/2024,CLIENT_2,Asset_10,GBP,157.0,
2024-06-24,client_2,Asset_30,USD,639.0,
2024-06-24,Client_2,Asset_48,USD,801.0,
06/24/2024,Client_2,Asset_18,USD,828.0,
2024-06-24,Client_2,Asset_17,CAD,21.0,
2024-06-24,Client_2,ASSET_35,USD,347.0,
2024-06-24,Client_2,Asset_4,AUD,797.0,
2024-06-24,Client_2,Asset_19,CAD,,
2024-06-24,Client_2,Asset_16,SEK,63.0,N/A
2024-06-24,Client_2,Asset_40,GBP,679.0,
2024-06-24,Client_2,Asset_5,USD,208.0,
2024-06-24,Client_2,Asset_39,AUD,434.0,
2024-06-24,Client_2,Asset_20,USD,382.0,
2024-06-24,Client_2,Asset_26,USD,205.0,
2024-06-25,Client_2,Asset_49,USD,571.0,
2024-06-25,Client_2,Asset_36,AUD,753.0,
2024-06-25,Client_2,Asset_11,AUD,112.0,
20240625,Client_2,Asset_46,eur,923.0,
2024-06-25,Client_2,Asset_32,GBP,824.0,
2024-06-25,Client_2,Asset_4,AUD,160.0,
2024-06-25,Client_2,Asset_37,SEK ,887.0,
2024-06-25,Client_2,Asset_17,CAD,793.0,
06/25/2024,Client_2,Asset_28,USD,324.0,
2024-06-25,Client_2,Asset_2,USD,169.0,
2024-06-25,Client_2,Asset_23,CAD,965.0,
2024-06-25,Client_2,Asset_3,EUR,890.0,
2024-06-25,Client_2,Asset_7,JPY,881.0,
2024-06-25,Client_2,Asset_13,USD,151.0,
25-06-2024,Client_2,Asset_24,USD,555.0,
2024-06-25,Client_2,Asset_12,USD,730.0,
2024-06-25,Client_2,Asset_41,jpy,392.0,
20240625,Client_2,Asset_34,USD,337.0,
2024-06-25,Client_2,Asset_14,USD,947.0,
20240625,Client_2,Asset_6,USD,392.0,irrelevant
2024-06-25,Client_2,Asset_50,AUD,39.0,
2024-06-25,Client_2,Asset_22,CHF,0.0,
2024-06-26,Client_2,Asset_4,AUD,536.0,
2024-06-26,Client_2,Asset_27,USD,771.0,
2024-06-26,Client_2,Asset_37,SEK,836.0,
2024-06-26,Client_2,Asset_25,USD,76.0,
2024-06-26,Client_2,Asset_31,GBP,212.0,
2024-06-26,Client_2,Asset_40,GBP,59.0,
2024-06-26,Client_2,Asset_38,USD,216.0,
2024-06-26,Client_2,Asset_34,USD,944.0,
2024-06-26,Client_2,Asset_29,CAD,396.0,
2024-06-26,client_2,Asset_19,CAD,11.0,
2024-06-26,Client_2,Asset_16,SEK,775.0,
2024-06-26,Client_2,Asset_24,USD,988.0,
2024-06-26,Client_2,Asset_41,JPY,586.0,
2024-06-26,Client_2,Asset_39,AUD,814.0,
2024-06-26,Client_2,Asset_18,USD,289.0,
2024-06-26,Client_2,Asset_5,USD,412.0,
2024-06-26,Client_2,Asset_11,AUD,340.0,
27-06-2024,Client_2,ASSET_14 ,USD,192.0,
2024-06-27,Client_2,Asset_13,USD,805.0,
2024-06-27,Client_2,asset_34 ,USD,13.0,
2024-06-27,Client_2,Asset_23,CAD,,
2024-06-27,Client_2,Asset_22,chf ,494.0,
06/27/2024,Client_2,Asset_15,USD,722.0,
2024-06-27,Client_2,Asset_46,EUR,39.0,N/A
2024-06-27,Client_2,Asset_50,AUD,117.0,
2024-06-27,Client_2,Asset_18,USD,417.0,N/A
2024-06-27,Client_2,Asset_49,USD,297.0,
2024-06-27,Client_2,Asset_36,AUD,245.0,
27-06-2024,Client_2,ASSET_1,EUR,107.0,
06/27/2024,CLIENT_2,asset_4 ,AUD,567.0,
2024-06-27,client_2,Asset_40,GBP,198.0,
2024-06-27,Client_2,Asset_10,GBP,348.0,
2024-06-27,Client_2,asset_5,USD,516.0,
2024-06-27,Client_2,Asset_30,USD,612.0,
2024-06-27,Client_2,Asset_16,sek ,433.0,
2024-06-27,Client_2,Asset_33,USD,578.0,
2024-06-27,Client_2,Asset_37,SEK,622.0,
2024-06-27,Client_2,Asset_44,USD,318.0,
2024-06-27,Client_2,Asset_42,GBP,918.0,
06/27/2024,client_2,Asset_39,AUD,320.0,
2024-06-28,Client_2,Asset_16,SEK,371.0,
2024-06-28,Client_2,ASSET_29 ,CAD,40.0,
2024-06-28,Client_2,Asset_28,USD,893.0,
2024-06-28,Client_2,Asset_19,CAD,334.0,
2024-06-28,Client_2,ASSET_35,USD,398.0,
2024-06-28,Client_2,Asset_15,USD,762.0,
06/28/2024,Client_2,Asset_39,AUD,747.0,
06/28/2024,Client_2,Asset_37,SEK,507.0,
2024-06-28,Client_2,ASSET_11,AUD,160.0,
2024-06-28,Client_2,Asset_27,USD,672.0,
2024-06-28,Client_2,Asset_22,CHF,511.0,
2024-06-28,Client_2,asset_4,AUD,972.0,
2024-06-28,Client_2,Asset_8,CAD,175.0,
2024-06-28,Client_2,Asset_26,USD,491.0,
28-06-2024,Client_2,Asset_46,EUR,138.0,
2024-06-28,Client_2,Asset_24,USD,101.0,
2024-06-28,Client_2,Asset_31,GBP,872.0,
20240628,Client_2,Asset_49,usd ,414.0,
2024-06-28,Client_2,Asset_6,USD,381.0,
2024-06-28,Client_2,Asset_14,USD,908.0,
2024-06-28,Client_2,Asset_13,USD,500.0,
2024-06-28,Client_2,Asset_50,AUD,772.0,
2024-01-01,Client_3,Asset_32,GBP,650.0,
2024-01-01,Client_3,Asset_14,USD,850.0,
2024-01-01,Client_3,ASSET_15 ,USD,130.0,
01-01-2024,Client_3,Asset_17,CAD,0.0,
2024-01-01,Client_3,Asset_10,GBP,558.0,
2024-01-01,Client_3,Asset_2,USD,64.0,
2024-01-01,Client_3,Asset_9,USD,673.0,
2024-01-01,Client_3,Asset_37,SEK,616.0,
2024-01-01,Client_3,Asset_47,CAD,773.0,
2024-01-01,Client_3,Asset_33,USD,96.0,
2024-01-01,Client_3,Asset_42,GBP,91.0,
2024-01-01,Client_3,Asset_30,USD,567.0,
2024-01-01,Client_3,Asset_6,USD,299.0,
01-01-2024,Client_3,Asset_18,USD,570.0,
2024-01-01,Client_3,Asset_39,AUD,808.0,
2024-01-01,Client_3,Asset_26,USD,145.0,
2024-01-01,Client_3,Asset_28,USD,852.0,
2024-01-01,Client_3,Asset_4,AUD,671.0,
2024-01-01,Client_3,Asset_50,AUD,399.0,
20240101,Client_3,asset_45 ,usd ,190.0,
01/01/2024,Client_3,Asset_23,CAD,947.0,N/A
2024-01-01,Client_3,Asset_34,USD,236.0,
2024-01-01,Client_3,Asset_19,CAD,130.0,
2024-01-01,Client_3,Asset_40,GBP,521.0,
20240101,Client_3,Asset_3,EUR,852.0,
2024-01-02,Client_3,Asset_38,USD,326.0,
02-01-2024,Client_3,Asset_48,USD,670.0,
2024-01-02,Client_3,Asset_23,CAD,486.0,irrelevant
2024-01-02,Client_3,Asset_21,EUR,278.0,
2024-01-02,Client_3,Asset_37,SEK,813.0,
2024-01-02,Client_3,Asset_7,JPY,99.0,
2024-01-02,Client_3,Asset_4,AUD,209.0,
2024-01-02,Client_3,ASSET_11,AUD,0.0,
2024-01-02,Client_3,Asset_49,USD,270.0,
2024-01-02,Client_3,Asset_28,USD,354.0,
2024-01-02,Client_3,Asset_22,CHF,538.0,
2024-01-02,Client_3,Asset_46,EUR,499.0,N/A
2024-01-02,Client_3,Asset_31,GBP,970.0,
2024-01-02,Client_3,Asset_10,GBP,204.0,
2024-01-02,Client_3,asset_44 ,USD,794.0,
2024-01-02,CLIENT_3,Asset_25,USD,901.0,
2024-01-02,Client_3,Asset_33,USD,89.0,
2024-01-02,Client_3,ASSET_47 ,CAD,630.0,
2024-01-02,Client_3,Asset_35,USD ,913.0,
2024-01-02,Client_3,ASSET_18 ,USD,967.0,
2024-01-02,Client_3,Asset_40,GBP,96.0,
2024-01-03,Client_3,Asset_27,USD,854.0,
2024-01-03,Client_3,Asset_30,USD,488.0,
2024-01-03,CLIENT_3 ,Asset_11,AUD,572.0,
2024-01-03,Client_3,Asset_48,USD,948.0,
2024-01-03,Client_3,Asset_35,USD,951.0,
2024-01-03,Client_3,Asset_15,usd,127.0,
2024-01-03,Client_3,Asset_33,USD,714.0,
2024-01-03,Client_3,Asset_22,CHF,140.0,
2024-01-03,Client_3,Asset_43,GBP,794.0,
2024-01-03,Client_3,Asset_12,USD,721.0,
2024-01-03,Client_3,Asset_24,USD,971.0,
2024-01-03,Client_3,Asset_44,usd ,365.0,
2024-01-03,Client_3,Asset_32,GBP,596.0,
2024-01-03,Client_3,Asset_5,USD,910.0,
2024-01-03,Client_3,Asset_23,CAD,446.0,
01/03/2024,CLIENT_3 ,Asset_19,CAD,100.0,
2024-01-03,Client_3,Asset_21,EUR,433.0,
2024-01-03,Client_3,Asset_50,AUD,15.0,
2024-01-03,Client_3,Asset_26,USD,619.0,
20240104,Client_3,Asset_40,GBP,861.0,
20240104,Client_3,Asset_22,CHF,30.0,
2024-01-04,Client_3,Asset_14,USD,0.0,
01/04/2024,Client_3,Asset_29,CAD,612.0,
2024-01-04,Client_3,Asset_27,USD,53.0,
2024-01-04,client_3,Asset_32,GBP,823.0,
2024-01-04,Client_3,Asset_39,AUD,397.0,
2024-01-04,Client_3,Asset_23,CAD,406.0,
2024-01-04,Client_3,Asset_6,USD,168.0,
2024-01-04,Client_3,Asset_12,USD,444.0,
2024-01-04,Client_3,Asset_7,JPY,831.0,
2024-01-04,Client_3,Asset_18,USD,157.0,
2024-01-04,Client_3,Asset_10,GBP,808.0,
2024-01-04,Client_3,Asset_2,USD,179.0,
2024-01-04,Client_3,Asset_8,CAD,566.0,
2024-01-04,Client_3,ASSET_34,USD,264.0,
2024-01-04,Client_3,Asset_3,EUR,646.0,
2024-01-04,Client_3,Asset_13,USD,580.0,
2024-01-04,Client_3,Asset_43,GBP,561.0,
2024-01-04,Client_3,Asset_46,EUR,585.0,
2024-01-04,Client_3,ASSET_42 ,GBP,335.0,
2024-01-04,Client_3,Asset_24,USD,976.0,
2024-01-05,Client_3,Asset_3,EUR,294.0,
2024-01-05,Client_3,Asset_46,EUR,533.0,
2024-01-05,Client_3,Asset_17,CAD ,770.0,
2024-01-05,Client_3,Asset_28,USD,101.0,
2024-01-05,Client_3,Asset_33,usd,536.0,
2024-01-05,Client_3,Asset_13,USD,130.0,
2024-01-05,Client_3,ASSET_8 ,CAD,221.0,
2024-01-05,Client_3,Asset_4,AUD,489.0,
2024-01-05,Client_3,Asset_24,USD,,
2024-01-05,Client_3,Asset_34,USD,392.0,
2024-01-05,Client_3,Asset_7,JPY,25.0,
2024-01-05,Client_3,Asset_9,USD,472.0,
2024-01-05,Client_3,Asset_16,SEK,338.0,
2024-01-05,Client_3,Asset_19,CAD,61.0,
2024-01-05,Client_3,Asset_47,CAD,551.0,irrelevant
2024-01-05,Client_3,Asset_50,AUD,473.0,
2024-01-05,Client_3,Asset_32,GBP,921.0,
2024-01-05,Client_3,Asset_41,JPY,595.0,
2024-01-05,client_3 ,Asset_26,USD,570.0,
2024-01-05,Client_3,Asset_31,GBP,110.0,
2024-01-05,Client_3,Asset_21,EUR,758.0,
01/05/2024,Client_3,Asset_29,CAD,-47.0,
2024-01-05,Client_3,Asset_15,USD,132.0,
2024-01-08,Client_3,Asset_33,USD,953.0,
2024-01-08,Client_3,Asset_46,EUR,245.0,
20240108,Client_3,Asset_24,USD,984.0,
2024-01-08,Client_3,Asset_11,AUD,171.0,
2024-01-08,Client_3,Asset_29,CAD,611.0,
2024-01-08,Client_3,Asset_3,EUR,26.0,
2024-01-08,Client_3,Asset_21,EUR,275.0,
2024-01-08,Client_3,Asset_22,CHF,850.0,
2024-01-08,Client_3,Asset_39,AUD,670.0,
01/08/2024,Client_3,Asset_28,USD,696.0,
