date,asset,currency,price,notes
2024-03-14,asset_13,USD,127.76,
2024-03-15,Asset_13,USD,126.52,
2024-03-18,asset_13 ,USD,128.41,
2024-03-19,Asset_13,USD,127.68,
2024-03-20,Asset_13,USD,130.66,
2024-03-21,Asset_13,USD,132.8,
2024-03-22,Asset_13,USD,136.49,
2024-03-25,Asset_13,USD,138.68,
20240326,Asset_13,USD,135.82,
2024-03-27,Asset_13,USD,134.42,
2024-03-28,Asset_13,USD,133.39,
2024-03-29,ASSET_13 ,USD,131.84,Updated
04/01/2024,Asset_13,USD,130.69,
2024-04-02,ASSET_13,USD,128.25,
2024-04-03,Asset_13,USD,132.12,
2024-04-04,Asset_13,USD,133.06,
2024-04-05,ASSET_13 ,usd,136.72,
20240408,Asset_13,USD,136.26,
2024-04-09,Asset_13,USD,136.8,
2024-04-10,Asset_13,USD,137.83,
2024-04-11,Asset_13,USD,138.28,
2024-04-12,Asset_13,USD,140.08,
04/15/2024,Asset_13,USD,138.55,
16-04-2024,Asset_13,USD,140.68,
2024-04-17,Asset_13,USD,137.91,
2024-04-18,ASSET_13,USD,142.73,
2024-04-19,Asset_13,usd,144.71,
2024-04-22,Asset_13,USD,142.73,
2024-04-23,asset_13,USD,140.9,
2024-04-24,Asset_13,USD,141.02,
2024-04-25,Asset_13,USD,138.22,
2024-04-26,Asset_13,USD,140.91,
2024-04-29,Asset_13,USD,141.39,
2024-04-30,Asset_13,usd ,139.68,
2024-05-01,Asset_13,USD ,137.45,
2024-05-02,Asset_13,USD,137.94,
2024-05-03,Asset_13,USD,137.11,
2024-05-06,asset_13,USD,138.9,
2024-05-07,Asset_13,USD,140.12,
20240508,Asset_13,USD,138.42,
2024-05-09,Asset_13,USD,138.94,
2024-05-10,Asset_13,USD,138.72,
20240513,Asset_13,USD,142.26,Updated
2024-05-14,Asset_13,USD,142.73,
2024-05-15,Asset_13,USD,148.73,
2024-05-16,Asset_13,USD,150.71,
2024-05-17,Asset_13,USD,151.29,
2024-05-20,Asset_13,usd ,149.12,
2024-05-21,Asset_13,usd,151.62,
2024-05-22,Asset_13,USD,146.8,
2024-05-23,Asset_13,USD,148.19,
2024-05-24,asset_13 ,usd ,148.24,
2024-05-27,Asset_13,USD,148.43,
2024-05-28,Asset_13,USD,148.45,
2024-05-29,Asset_13,USD,145.04,
2024-05-30,Asset_13,USD,151.5,
2024-05-31,Asset_13,USD,152.49,
2024-06-03,Asset_13,USD,157.59,
2024-06-04,Asset_13,USD,151.8,
20240605,ASSET_13,USD,150.62,
06-06-2024,Asset_13,USD,145.18,
2024-06-07,Asset_13,USD,142.85,
2024-06-10,Asset_13,USD,140.53,
2024-06-11,asset_13 ,USD,134.33,
2024-06-12,Asset_13,USD,131.97,
2024-06-13,Asset_13,USD,136.98,
2024-06-14,Asset_13,USD,139.94,
2024-06-17,ASSET_13,USD,150.5,
2024-06-18,Asset_13,USD,149.77,
2024-06-19,Asset_13,USD,148.97,Updated
20240620,Asset_13,USD,147.93,
2024-06-21,Asset_13,USD,0.0,
2024-06-24,ASSET_13 ,USD,148.71,
2024-06-25,Asset_13,USD,150.35,
2024-06-26,Asset_13,USD,150.88,
2024-06-27,Asset_13,USD,152.9,
2024-06-28,Asset_13,USD,155.83,
2024-01-01,Asset_14,USD,291.07,
2024-01-02,Asset_14,USD,295.82,
2024-01-03,Asset_14,USD,299.66,
2024-01-04,Asset_14,USD,302.85,
2024-01-05,Asset_14,usd,295.8,
01/08/2024,Asset_14,USD,285.7,
2024-01-09,Asset_14,USD,289.29,Updated
2024-01-10,Asset_14,USD,292.72,
2024-01-11,Asset_14,USD,292.79,
2024-01-12,Asset_14,USD,297.17,
2024-01-15,Asset_14,USD,297.61,
2024-01-16,Asset_14,usd,299.41,
2024-01-17,Asset_14,USD,303.48,
2024-01-18,Asset_14,USD,305.66,
2024-01-19,Asset_14,USD,303.62,
2024-01-22,Asset_14,USD,314.31,
2024-01-23,Asset_14,USD,323.76,
2024-01-24,Asset_14,USD,321.12,
2024-01-25,Asset_14,usd,323.18,
2024-01-26,Asset_14,USD,329.97,
2024-01-29,asset_14,USD,312.75,
2024-01-30,Asset_14,USD,322.28,
2024-01-31,Asset_14,USD,324.9,
2024-02-01,Asset_14,USD,323.71,
2024-02-02,Asset_14,USD,325.79,
2024-02-05,Asset_14,USD,325.51,
2024-02-06,Asset_14,USD,324.49,Check
2024-02-07,Asset_14,USD,321.72,
2024-02-08,Asset_14,USD,326.45,
2024-02-09,Asset_14,USD,331.5,
2024-02-12,Asset_14,USD,331.72,
2024-02-13,Asset_14,USD,328.09,
2024-02-14,Asset_14,USD,325.54,
2024-02-15,Asset_14,USD,330.99,
2024-02-16,Asset_14,USD,325.56,
2024-02-19,Asset_14,USD,312.62,
2024-02-20,Asset_14,USD,307.21,
2024-02-21,Asset_14,USD,303.65,
2024-02-22,Asset_14,USD,292.35,
2024-02-23,Asset_14,USD,289.2,
2024-02-26,Asset_14,USD,288.47,
2024-02-27,Asset_14,USD,291.09,
2024-02-28,Asset_14,USD,276.79,Updated
2024-02-29,Asset_14,USD,276.42,
2024-03-01,Asset_14,USD,281.03,
2024-03-04,Asset_14,USD,282.46,
2024-03-05,Asset_14,USD,290.08,
2024-03-06,Asset_14,USD,292.68,
2024-03-07,Asset_14,USD,299.88,
2024-03-08,Asset_14,USD,304.18,
2024-03-11,Asset_14,USD,308.63,
2024-03-12,Asset_14,USD,304.2,
2024-03-13,Asset_14,USD,309.52,
2024-03-14,Asset_14,USD,315.04,
2024-03-15,Asset_14,USD,314.11,
2024-03-18,Asset_14,USD,304.77,
2024-03-19,Asset_14,USD,305.59,
2024-03-20,Asset_14,USD,310.4,
2024-03-21,asset_14,USD,305.98,
2024-03-22,Asset_14,USD,299.21,
2024-03-25,Asset_14,USD,302.55,
2024-03-26,Asset_14,USD ,301.25,
2024-03-27,Asset_14,USD,308.45,
2024-03-28,Asset_14,USD,316.62,
2024-03-29,asset_14,USD,316.2,Updated
2024-04-01,Asset_14,USD,325.23,
04/02/2024,Asset_14,USD,328.41,
2024-04-03,ASSET_14 ,USD,333.23,
2024-04-04,Asset_14,USD,344.0,
05-04-2024,Asset_14,USD,339.44,
2024-04-08,Asset_14,USD,333.24,
2024-04-09,Asset_14,USD,337.41,
2024-04-10,Asset_14,USD,323.12,
2024-04-11,asset_14,USD,316.07,
2024-04-12,Asset_14,USD,319.83,
2024-04-15,asset_14,USD,315.69,
2024-04-16,Asset_14,USD,314.88,
2024-04-17,Asset_14,USD,320.63,
18-04-2024,Asset_14,USD,308.41,
2024-04-19,Asset_14,USD,321.83,
20240422,Asset_14,USD,336.92,
2024-04-23,Asset_14,USD,336.53,
2024-04-24,Asset_14,USD,340.97,
25-04-2024,asset_14,USD,325.74,
2024-04-26,Asset_14,USD,322.58,
29-04-2024,Asset_14,USD,319.77,
2024-04-30,asset_14 ,USD,310.64,
2024-05-01,Asset_14,USD,321.89,
2024-05-02,Asset_14,USD,329.19,
2024-05-03,Asset_14,USD,337.49,
2024-05-06,Asset_14,USD,332.02,
2024-05-07,Asset_14,USD,327.13,
2024-05-08,Asset_14,USD,315.48,
05/09/2024,Asset_14,USD,315.94,
2024-05-10,asset_14 ,USD,327.86,
2024-05-13,Asset_14,USD,321.37,Updated
2024-05-14,Asset_14,USD,326.05,
2024-05-15,Asset_14,USD,313.46,
2024-05-16,Asset_14,USD,331.15,
2024-05-17,Asset_14,USD,324.79,
2024-05-20,Asset_14,USD,331.13,
2024-05-21,Asset_14,USD,328.06,
2024-05-22,Asset_14,USD,326.79,
2024-05-23,Asset_14,USD,327.25,
2024-05-24,Asset_14,USD,325.85,
05/27/2024,Asset_14,USD,325.33,
2024-05-28,Asset_14,USD ,317.06,
2024-05-29,Asset_14,USD,322.73,
30-05-2024,Asset_14,USD,317.43,
2024-05-31,Asset_14,USD,323.68,
2024-06-03,ASSET_14 ,USD,319.73,
2024-06-04,asset_14 ,USD,,
2024-06-05,Asset_14,USD,308.71,
2024-06-06,Asset_14,USD,301.4,
2024-06-07,Asset_14,USD,308.8,
2024-06-10,Asset_14,USD,311.86,
2024-06-11,ASSET_14,USD,311.46,
2024-06-12,Asset_14,USD,316.41,
2024-06-13,ASSET_14 ,USD,320.23,
2024-06-14,Asset_14,USD,,
2024-06-17,Asset_14,USD,321.99,
2024-06-18,Asset_14,USD,311.07,
2024-06-19,Asset_14,USD,309.19,
2024-06-20,Asset_14,USD,311.35,
2024-06-21,asset_14 ,USD,316.45,
2024-06-24,Asset_14,USD,308.07,
25-06-2024,Asset_14,USD,301.8,
2024-06-26,Asset_14,USD,295.29,
2024-06-27,Asset_14,USD,291.73,
2024-06-28,Asset_14,USD,302.35,
2024-01-01,Asset_15,USD,249.63,
2024-01-02,Asset_15,USD,245.85,
2024-01-03,Asset_15,USD,257.43,
2024-01-04,Asset_15,USD,259.18,
2024-01-05,Asset_15,USD,257.72,
2024-01-08,Asset_15,USD,270.16,
2024-01-09,ASSET_15,USD,273.77,
2024-01-10,Asset_15,USD,,
2024-01-11,Asset_15,USD,277.07,
2024-01-12,ASSET_15,USD,283.41,
2024-01-15,Asset_15,USD,282.24,
2024-01-16,Asset_15,USD,277.84,
2024-01-17,Asset_15,USD,277.48,
2024-01-18,Asset_15,USD,276.6,
2024-01-19,Asset_15,USD,277.48,
2024-01-22,Asset_15,USD,284.99,
2024-01-23,Asset_15,USD,276.72,
2024-01-24,Asset_15,usd,276.41,
20240125,Asset_15,USD,271.75,
2024-01-26,Asset_15,USD,259.25,
01/29/2024,Asset_15,USD,262.78,
2024-01-30,Asset_15,USD,261.69,
2024-01-31,Asset_15,usd,264.15,
2024-02-01,Asset_15,USD,261.42,
2024-02-02,Asset_15,USD,269.17,
2024-02-05,Asset_15,USD,276.19,
2024-02-06,Asset_15,USD,264.18,
2024-02-07,Asset_15,USD,265.53,
2024-02-08,Asset_15,USD,258.69,
2024-02-09,Asset_15,USD,252.4,
2024-02-12,Asset_15,USD,252.92,
2024-02-13,Asset_15,USD,251.19,
2024-02-14,ASSET_15,USD,250.77,
2024-02-15,Asset_15,USD,246.57,
2024-02-16,Asset_15,USD,,
2024-02-19,Asset_15,USD,252.78,
20-02-2024,Asset_15,USD,249.38,
2024-02-21,Asset_15,USD,251.27,
2024-02-22,Asset_15,USD,261.1,
2024-02-23,Asset_15,USD,258.69,
2024-02-26,Asset_15,USD,256.9,
2024-02-27,Asset_15,USD,252.43,
2024-02-28,Asset_15,USD,252.96,
2024-02-29,Asset_15,USD,250.85,
2024-03-01,Asset_15,USD,252.46,
2024-03-04,Asset_15,USD,258.76,
2024-03-05,Asset_15,USD,258.66,
2024-03-06,Asset_15,USD,256.89,
2024-03-07,Asset_15,USD,258.88,
2024-03-08,Asset_15,USD,257.26,
2024-03-11,Asset_15,USD,252.47,
2024-03-12,Asset_15,USD,255.82,
2024-03-13,Asset_15,USD,251.04,
2024-03-14,Asset_15,USD,252.1,
2024-03-15,Asset_15,USD,243.47,
2024-03-18,asset_15,USD,239.85,
2024-03-19,Asset_15,USD,233.93,
2024-03-20,Asset_15,USD,0.0,
2024-03-21,Asset_15,USD,228.24,
2024-03-22,Asset_15,USD,222.91,
2024-03-25,ASSET_15,USD,229.92,
2024-03-26,Asset_15,USD,227.09,
2024-03-27,Asset_15,USD,226.96,
03/28/2024,Asset_15,USD,231.43,
2024-03-29,Asset_15,USD,238.38,
2024-04-01,Asset_15,USD,233.98,
2024-04-02,Asset_15,USD,238.0,
2024-04-03,Asset_15,USD,242.46,
2024-04-04,Asset_15,USD,237.47,
2024-04-05,Asset_15,USD,233.71,
2024-04-08,Asset_15,USD,233.19,
2024-04-09,Asset_15,USD,230.56,
2024-04-10,Asset_15,USD,221.71,
20240411,ASSET_15,USD,221.35,
2024-04-12,ASSET_15 ,USD,229.6,
2024-04-15,Asset_15,USD,229.2,Updated
2024-04-16,asset_15 ,USD,224.53,
2024-04-17,Asset_15,USD,227.32,
2024-04-18,Asset_15,USD,228.03,
2024-04-19,ASSET_15,USD,229.0,
2024-04-22,Asset_15,USD,227.27,
2024-04-23,Asset_15,USD,223.73,
2024-04-24,Asset_15,usd,224.77,
2024-04-25,Asset_15,USD,215.7,
2024-04-26,Asset_15,USD,224.86,
2024-04-29,Asset_15,USD,222.67,
2024-04-30,Asset_15,USD,222.7,
2024-05-01,Asset_15,usd,219.59,
2024-05-02,ASSET_15 ,USD,226.26,
03-05-2024,Asset_15,USD,224.45,
2024-05-06,Asset_15,USD,224.71,
20240507,Asset_15,USD,222.17,
2024-05-08,Asset_15,USD,219.56,
2024-05-09,Asset_15,USD,220.34,
2024-05-10,Asset_15,USD,224.15,
2024-05-13,Asset_15,USD,220.86,
2024-05-14,Asset_15,USD,224.07,
2024-05-15,Asset_15,USD,219.41,
2024-05-16,Asset_15,USD,221.0,
2024-05-17,asset_15 ,USD ,221.14,
2024-05-20,ASSET_15,USD,224.55,
2024-05-21,Asset_15,USD,220.72,
2024-05-22,ASSET_15 ,USD,221.04,
2024-05-23,Asset_15,USD,222.02,
2024-05-24,Asset_15,USD,227.72,
2024-05-27,ASSET_15,USD,222.49,
2024-05-28,Asset_15,USD,223.7,
20240529,Asset_15,USD,227.06,
2024-05-30,Asset_15,usd ,215.95,
2024-05-31,Asset_15,USD,223.36,
2024-06-03,Asset_15,USD,221.04,
2024-06-04,Asset_15,USD,224.28,
2024-06-05,ASSET_15,USD,219.55,
2024-06-06,Asset_15,USD,225.79,
2024-06-07,Asset_15,USD,227.77,
2024-06-10,Asset_15,USD,222.64,
2024-06-11,Asset_15,usd,219.21,
2024-06-12,Asset_15,usd ,219.57,
2024-06-13,Asset_15,USD,228.3,
2024-06-14,Asset_15,usd,239.87,
2024-06-17,Asset_15,USD,240.07,Updated
2024-06-18,Asset_15,USD,240.37,Updated
2024-06-19,asset_15,USD,234.79,
2024-06-20,Asset_15,USD,235.69,
2024-06-21,Asset_15,USD,233.46,
2024-06-24,Asset_15,USD,236.37,
2024-06-25,Asset_15,USD,238.6,
2024-06-26,Asset_15,USD,241.39,
2024-06-27,Asset_15,USD,234.41,
2024-06-28,Asset_15,USD,235.63,
2024-01-01,Asset_16,SEK,56.17,
2024-01-02,Asset_16,SEK,57.14,
2024-01-03,Asset_16,SEK,55.93,
2024-01-04,Asset_16,SEK,56.37,
20240105,Asset_16,SEK,56.91,
2024-01-08,Asset_16,SEK,56.8,
20240109,asset_16 ,SEK,59.33,
2024-01-10,Asset_16,SEK,60.01,
2024-01-11,Asset_16,SEK,63.22,
2024-01-12,Asset_16,SEK,64.7,
2024-01-15,Asset_16,SEK,63.67,
2024-01-16,Asset_16,SEK,64.04,
2024-01-17,Asset_16,SEK,63.44,
2024-01-18,Asset_16,SEK,66.31,
2024-01-19,Asset_16,SEK,66.63,
2024-01-22,Asset_16,SEK,66.49,
2024-01-23,Asset_16,SEK,66.42,
2024-01-24,Asset_16,SEK ,65.8,
2024-01-25,Asset_16,SEK,66.3,
2024-01-26,Asset_16,SEK,66.93,
2024-01-29,Asset_16,sek,66.56,
30-01-2024,Asset_16,SEK,63.49,
2024-01-31,Asset_16,SEK,65.01,
2024-02-01,Asset_16,SEK,64.85,
2024-02-02,Asset_16,SEK,65.7,
2024-02-05,Asset_16,SEK,66.65,
2024-02-06,Asset_16,SEK,66.09,
2024-02-07,Asset_16,SEK,63.4,
08-02-2024,Asset_16,sek,64.91,
2024-02-09,Asset_16,SEK,65.46,
2024-02-12,Asset_16,SEK,65.01,
2024-02-13,Asset_16,SEK,64.85,
2024-02-14,Asset_16,SEK,63.66,
20240215,Asset_16,SEK,63.45,
2024-02-16,Asset_16,SEK,64.3,
2024-02-19,Asset_16,SEK,63.3,
2024-02-20,ASSET_16,SEK,62.52,
2024-02-21,Asset_16,SEK,61.98,
2024-02-22,Asset_16,SEK,60.9,
2024-02-23,asset_16,SEK,62.87,
26-02-2024,Asset_16,SEK,64.52,
2024-02-27,Asset_16,SEK,65.61,
2024-02-28,Asset_16,sek,65.52,
2024-02-29,Asset_16,SEK,64.69,
2024-03-01,Asset_16,SEK,61.87,
2024-03-04,ASSET_16,SEK,60.33,
2024-03-05,Asset_16,SEK,59.86,
2024-03-06,Asset_16,SEK,60.3,
2024-03-07,Asset_16,SEK,59.29,
2024-03-08,Asset_16,SEK,60.99,
2024-03-11,Asset_16,SEK,61.81,Updated
2024-03-12,asset_16,SEK,61.32,
2024-03-13,Asset_16,SEK,61.89,
2024-03-14,Asset_16,SEK,61.23,
2024-03-15,Asset_16,SEK,59.64,
2024-03-18,Asset_16,SEK,58.33,
2024-03-19,Asset_16,SEK,,
2024-03-20,ASSET_16,SEK,58.48,
2024-03-21,Asset_16,SEK,59.06,
2024-03-22,asset_16 ,SEK,57.81,
2024-03-25,Asset_16,SEK,59.19,
2024-03-26,Asset_16,SEK,60.56,
27-03-2024,Asset_16,SEK,61.73,
2024-03-28,Asset_16,SEK,61.06,
2024-03-29,Asset_16,SEK,61.43,
2024-04-01,Asset_16,SEK,59.87,
2024-04-02,ASSET_16 ,SEK,60.52,
2024-04-03,asset_16,SEK,59.92,
2024-04-04,Asset_16,SEK,,
20240405,Asset_16,SEK,57.65,
2024-04-08,Asset_16,SEK,56.9,
2024-04-09,Asset_16,SEK,58.94,
2024-04-10,ASSET_16 ,SEK,60.6,
2024-04-11,Asset_16,SEK,59.73,
2024-04-12,Asset_16,sek ,58.19,
2024-04-15,Asset_16,SEK,57.98,
2024-04-16,Asset_16,SEK,58.34,
2024-04-17,Asset_16,SEK,59.62,
2024-04-18,Asset_16,SEK,59.15,
2024-04-19,Asset_16,SEK,59.09,
22-04-2024,Asset_16,SEK,59.86,
2024-04-23,Asset_16,SEK,58.04,
2024-04-24,Asset_16,SEK,59.95,
2024-04-25,Asset_16,SEK,60.14,
2024-04-26,Asset_16,SEK,58.7,
2024-04-29,Asset_16,SEK,59.22,
2024-04-30,Asset_16,SEK,57.62,Updated
2024-05-01,Asset_16,SEK,57.74,
2024-05-02,Asset_16,SEK,55.47,
2024-05-03,Asset_16,SEK,53.95,
2024-05-06,Asset_16,SEK,54.36,
2024-05-07,Asset_16,SEK,55.88,
2024-05-08,Asset_16,SEK,55.69,
2024-05-09,Asset_16,SEK,55.48,
05/10/2024,Asset_16,SEK,56.83,
2024-05-13,Asset_16,SEK,55.07,
2024-05-14,Asset_16,SEK,56.01,
2024-05-15,asset_16,SEK,57.33,
2024-05-16,Asset_16,SEK,58.78,
2024-05-17,Asset_16,SEK,61.47,
2024-05-20,Asset_16,SEK,62.0,
2024-05-21,Asset_16,SEK,63.13,
2024-05-22,Asset_16,SEK,66.92,
2024-05-23,Asset_16,SEK,68.27,
05/24/2024,Asset_16,SEK,66.94,
2024-05-27,Asset_16,SEK,69.09,
2024-05-28,Asset_16,SEK,69.84,
2024-05-29,Asset_16,SEK,67.81,
2024-05-30,Asset_16,SEK,67.29,
2024-05-31,Asset_16,SEK,68.13,
2024-06-03,ASSET_16 ,SEK,68.19,
2024-06-04,Asset_16,SEK,66.51,
2024-06-05,Asset_16,sek,66.75,
2024-06-06,Asset_16,SEK,69.24,Updated
2024-06-07,Asset_16,SEK,70.37,
20240610,Asset_16,SEK,66.86,
2024-06-11,Asset_16,sek,66.36,
2024-06-12,Asset_16,SEK,65.49,
2024-06-13,Asset_16,SEK,65.53,
2024-06-14,Asset_16,SEK,67.21,
2024-06-17,Asset_16,SEK,66.92,
2024-06-18,Asset_16,SEK,67.11,
19-06-2024,ASSET_16,SEK,65.19,
06/20/2024,Asset_16,SEK,64.31,
2024-06-21,Asset_16,SEK,65.71,
2024-06-24,Asset_16,SEK,63.8,
2024-06-25,Asset_16,SEK,62.59,
2024-06-26,Asset_16,SEK,64.02,
2024-06-27,Asset_16,SEK,66.51,
2024-06-28,Asset_16,SEK,66.44,
20240101,Asset_17,CAD,99.05,
2024-01-02,Asset_17,CAD,100.0,
2024-01-03,asset_17,CAD,99.6,
2024-01-04,Asset_17,CAD,98.73,
2024-01-05,Asset_17,CAD,97.75,
2024-01-08,Asset_17,CAD,98.52,
20240109,Asset_17,CAD ,98.15,
2024-01-10,ASSET_17,CAD,100.13,
2024-01-11,ASSET_17 ,CAD,100.44,
2024-01-12,Asset_17,CAD,101970.0,
15-01-2024,Asset_17,CAD,104.91,
2024-01-16,Asset_17,CAD,105.89,
2024-01-17,Asset_17,CAD,109.03,
2024-01-18,asset_17,CAD,107.63,
2024-01-19,Asset_17,CAD,107.59,
2024-01-22,Asset_17,CAD,112.14,
2024-01-23,Asset_17,CAD,113.16,
2024-01-24,Asset_17,CAD,113.25,
2024-01-25,Asset_17,CAD,112.79,
2024-01-26,Asset_17,CAD,113.94,
2024-01-29,Asset_17,CAD,113.65,
2024-01-30,Asset_17,CAD,113.07,
2024-01-31,Asset_17,CAD,113.7,
2024-02-01,Asset_17,CAD,114.33,
2024-02-02,Asset_17,CAD,117.26,
2024-02-05,Asset_17,CAD,118.12,
2024-02-06,Asset_17,CAD,119.07,
2024-02-07,Asset_17,CAD,120.01,
2024-02-08,Asset_17,CAD,116.48,
2024-02-09,Asset_17,CAD,114.19,
2024-02-12,Asset_17,CAD,118.0,
2024-02-13,Asset_17,CAD,114.73,
2024-02-14,Asset_17,CAD,115.0,
2024-02-15,Asset_17,CAD,116.59,
2024-02-16,Asset_17,CAD,115.84,
2024-02-19,Asset_17,CAD,119.14,Updated
2024-02-20,Asset_17,CAD,120.71,
2024-02-21,Asset_17,CAD,117.54,
2024-02-22,Asset_17,CAD,-116.68,
2024-02-23,Asset_17,CAD,114.71,Updated
2024-02-26,Asset_17,CAD,117.54,
2024-02-27,Asset_17,CAD,116.08,
02/28/2024,Asset_17,CAD,119.62,
2024-02-29,ASSET_17,CAD,118.93,
2024-03-01,Asset_17,CAD,119.86,Updated
2024-03-04,Asset_17,CAD,122.81,
2024-03-05,Asset_17,CAD,122.46,
20240306,Asset_17,CAD,125.63,
2024-03-07,Asset_17,CAD,124.42,
2024-03-08,Asset_17,CAD,127.39,
2024-03-11,Asset_17,CAD,128.58,
2024-03-12,Asset_17,CAD,131.93,
2024-03-13,Asset_17,CAD,129.97,
2024-03-14,Asset_17,CAD,129.46,
2024-03-15,Asset_17,CAD,129.61,
2024-03-18,Asset_17,CAD,130.42,
2024-03-19,Asset_17,CAD,131.83,
2024-03-20,Asset_17,CAD,129.69,
2024-03-21,Asset_17,CAD,130.04,
2024-03-22,Asset_17,CAD,137.33,
2024-03-25,Asset_17,CAD,135.2,
2024-03-26,Asset_17,CAD,138.78,
2024-03-27,Asset_17,CAD,139.57,
2024-03-28,Asset_17,CAD,137.39,
2024-03-29,Asset_17,CAD,139.51,
2024-04-01,Asset_17,CAD,138.3,
2024-04-02,Asset_17,CAD,141.96,
2024-04-03,Asset_17,CAD,,
2024-04-04,Asset_17,CAD,132.46,
2024-04-05,Asset_17,CAD,135.53,
2024-04-08,Asset_17,CAD,135.98,
04/09/2024,Asset_17,CAD,135.06,
2024-04-10,Asset_17,CAD,136.01,
2024-04-11,Asset_17,CAD,130.59,
2024-04-12,Asset_17,CAD,128.55,
2024-04-15,Asset_17,CAD,126.99,
2024-04-16,Asset_17,CAD,124.46,
2024-04-17,Asset_17,CAD,126.29,
2024-04-18,Asset_17,CAD,127.29,
2024-04-19,Asset_17,CAD,127.84,
2024-04-22,Asset_17,CAD,127.64,
2024-04-23,Asset_17,CAD,127.02,
2024-04-24,Asset_17,CAD ,121.81,
2024-04-25,Asset_17,CAD,121.09,
2024-04-26,Asset_17,CAD,122.78,
2024-04-29,Asset_17,CAD,121.26,
2024-04-30,Asset_17,CAD,116.9,
20240501,asset_17,cad,118.36,
2024-05-02,Asset_17,cad,118.8,
2024-05-03,Asset_17,CAD,120.87,
2024-05-06,Asset_17,CAD,122.81,
2024-05-07,Asset_17,CAD,123.52,
2024-05-08,Asset_17,CAD,123.65,
09-05-2024,Asset_17,CAD,121.28,
2024-05-10,Asset_17,CAD,119.87,
2024-05-13,Asset_17,CAD,119.93,
2024-05-14,Asset_17,CAD,112.37,
2024-05-15,Asset_17,CAD,113.99,
2024-05-16,Asset_17,CAD,115.16,
2024-05-17,Asset_17,CAD,113.5,
20240520,Asset_17,CAD,112.87,
2024-05-21,Asset_17,CAD,113.37,
2024-05-22,Asset_17,CAD,112.88,
05/23/2024,Asset_17,CAD,112.21,
2024-05-24,Asset_17,cad,112.48,
2024-05-27,asset_17,CAD,107.87,
2024-05-28,Asset_17,CAD,110.52,
2024-05-29,Asset_17,CAD,109.91,
2024-05-30,Asset_17,CAD,110.95,
2024-05-31,Asset_17,cad,109.0,
2024-06-03,Asset_17,CAD,108.51,
2024-06-04,Asset_17,CAD,104.64,
2024-06-05,Asset_17,CAD,103.8,
2024-06-06,Asset_17,CAD,104.49,
20240607,Asset_17,CAD,103.66,
2024-06-10,Asset_17,cad ,105.84,
2024-06-11,Asset_17,CAD,106.02,
12-06-2024,Asset_17,cad,107.17,
2024-06-13,Asset_17,CAD,108.95,
14-06-2024,Asset_17,CAD,113.71,
2024-06-17,Asset_17,CAD,116.54,
2024-06-18,Asset_17,CAD,118.34,
2024-06-19,Asset_17,CAD,120.88,
2024-06-20,Asset_17,CAD,121.07,
2024-06-21,Asset_17,CAD ,119.21,
2024-06-24,Asset_17,CAD,117.22,
2024-06-25,Asset_17,CAD,120.22,
2024-06-26,Asset_17,CAD,117.97,
2024-06-27,ASSET_17,CAD,117.61,
2024-06-28,Asset_17,CAD,118.62,
2024-01-01,Asset_18,USD,228.71,
2024-01-02,Asset_18,USD,225.93,
2024-01-03,Asset_18,USD,228.8,
2024-01-04,Asset_18,USD,226.0,
2024-01-05,Asset_18,USD,224.74,
2024-01-08,Asset_18,USD,220.31,
2024-01-09,Asset_18,USD,230.45,
2024-01-10,asset_18,USD,227.0,
2024-01-11,Asset_18,USD,227.09,
2024-01-12,Asset_18,USD,225.66,
2024-01-15,Asset_18,USD,228.58,
2024-01-16,Asset_18,USD,221.5,
2024-01-17,Asset_18,USD,221.95,
2024-01-18,Asset_18,USD,-222.36,
2024-01-19,Asset_18,USD,232.42,
2024-01-22,Asset_18,USD,234.17,
2024-01-23,Asset_18,USD,226.89,
20240124,Asset_18,USD,231.1,
2024-01-25,Asset_18,USD,229.9,
2024-01-26,Asset_18,USD,226.93,
2024-01-29,Asset_18,USD,224.1,
2024-01-30,Asset_18,USD,227.77,
2024-01-31,Asset_18,USD,225.88,
2024-02-01,Asset_18,USD,218.07,
2024-02-02,Asset_18,USD,213.76,
2024-02-05,Asset_18,USD,210.03,
2024-02-06,Asset_18,USD,211.22,
2024-02-07,Asset_18,USD,209.01,
2024-02-08,Asset_18,usd,207.35,
2024-02-09,Asset_18,USD,206.65,Updated
2024-02-12,Asset_18,USD,209.83,
2024-02-13,Asset_18,USD,202.79,
2024-02-14,Asset_18,USD,208.19,
2024-02-15,Asset_18,USD,211.2,
2024-02-16,Asset_18,USD,211.29,Updated
2024-02-19,Asset_18,USD,207.5,
2024-02-20,Asset_18,USD,217.5,
2024-02-21,Asset_18,USD,216.06,
2024-02-22,Asset_18,USD,210.09,
2024-02-23,Asset_18,USD,213.85,
2024-02-26,Asset_18,USD,212.58,
2024-02-27,Asset_18,USD,214.38,
2024-02-28,Asset_18,USD,212.54,
2024-02-29,ASSET_18,USD,218.42,
2024-03-01,Asset_18,USD,222.53,
2024-03-04,Asset_18,USD,218.9,
2024-03-05,Asset_18,usd ,211.06,
2024-03-06,Asset_18,USD,215.77,
2024-03-07,Asset_18,USD,214.82,
20240308,Asset_18,USD,214.91,
2024-03-11,Asset_18,usd ,217.69,
2024-03-12,Asset_18,USD,212.15,
2024-03-13,Asset_18,USD,211.65,Check
2024-03-14,Asset_18,USD,215.22,
15-03-2024,asset_18 ,USD,208.07,
